id_s!,family_s*,family_short_s,gradeband_s*,category_s,desc_t
CD.L2:03,CSTA K-12 Computer Science Standards,CSTA,6-9,Computers and Communication Devices,Demonstrate an understanding of the relationship between hardware and software.
CD.L2:04,CSTA K-12 Computer Science Standards,CSTA,6-9,Computers and Communication Devices,"Use developmentally appropriate, accurate terminology when communicating about technology."
CD.L2:05,CSTA K-12 Computer Science Standards,CSTA,6-9,Computers and Communication Devices,Apply strategies for identifying and solving routine hardware problems that occur during everyday computer use.
CD.L2:06,CSTA K-12 Computer Science Standards,CSTA,6-9,Computers and Communication Devices,Describe the major components and functions of computer systems and networks.
CD.L2:07,CSTA K-12 Computer Science Standards,CSTA,6-9,Computers and Communication Devices,"Describe what distinguishes humans from machines, focusing on human intelligence versus machine intelligence and ways we can communicate."
CD.L2:08,CSTA K-12 Computer Science Standards,CSTA,6-9,Computers and Communication Devices,"Describe ways in which computers use models of intelligent behavior (e.g., robot motion, speech and language understanding, and computer vision)."
CI.L2:01,CSTA K-12 Computer Science Standards,CSTA,6-9,"Community, Global, and Ethical Impacts",Exhibit legal and ethical behaviors when using information and technology and discuss the consequences of misuse.
CI.L2:02,CSTA K-12 Computer Science Standards,CSTA,6-9,"Community, Global, and Ethical Impacts","Demonstrate knowledge of changes in information technologies over time and the effects those changes have on education, the workplace and society."
CI.L2:03,CSTA K-12 Computer Science Standards,CSTA,6-9,"Community, Global, and Ethical Impacts",Analyze the positive and negative impacts of computing on human culture.
CI.L2:04,CSTA K-12 Computer Science Standards,CSTA,6-9,"Community, Global, and Ethical Impacts","Evaluate the accuracy, relevance, appropriateness, comprehensiveness and bias of electronic information sources concerning real-world problems."
CI.L2:05,CSTA K-12 Computer Science Standards,CSTA,6-9,"Community, Global, and Ethical Impacts","Describe ethical issues that relate to computers and networks (e.g., security, privacy, ownership and information sharing)."
CI.L2:06,CSTA K-12 Computer Science Standards,CSTA,6-9,"Community, Global, and Ethical Impacts","Discuss how the unequal distribution of computing resources in a global economy raises issues of equity, access and power."
CPP.L2:01,CSTA K-12 Computer Science Standards,CSTA,6-9,Computing Practice and Programming,Select appropriate tools and technology resources to accomplish a variety of tasks and solve problems.
CPP.L2:02,CSTA K-12 Computer Science Standards,CSTA,6-9,Computing Practice and Programming,Use a variety of multimedia tools and peripherals to support personal productivity and learning throughout the curriculum.
CPP.L2:03,CSTA K-12 Computer Science Standards,CSTA,6-9,Computing Practice and Programming,"Design, develop, publish and present products (e.g., web pages, mobile applications, animations) using technology resources that demonstrate and communicate curriculum concepts."
CPP.L2:04,CSTA K-12 Computer Science Standards,CSTA,6-9,Computing Practice and Programming,Demonstrate an understanding of algorithms and their practical application.
CPP.L2:05,CSTA K-12 Computer Science Standards,CSTA,6-9,Computing Practice and Programming,"Implement problem solutions using a programming language, including: looping behavior, conditional statements, logic, expressions, variables and functions."
CPP.L2:06,CSTA K-12 Computer Science Standards,CSTA,6-9,Computing Practice and Programming,"Demonstrate good practices in personal information security, using passwords, encryption and secure transactions."
CPP.L2:07,CSTA K-12 Computer Science Standards,CSTA,6-9,Computing Practice and Programming,Identify interdisciplinary careers that are enhanced by computer science.
CPP.L2:08,CSTA K-12 Computer Science Standards,CSTA,6-9,Computing Practice and Programming,"Demonstrate dispositions amenable to open-ended problem solving and programming (e.g., comfort with complexity, persistence, brainstorming, adaptability, patience, propensity to tinker, creativity, accepting challenge)."
CPP.L2:09,CSTA K-12 Computer Science Standards,CSTA,6-9,Computing Practice and Programming,Collect and analyze data that is output from multiple runs of a computer program.
CT.L2:01,CSTA K-12 Computer Science Standards,CSTA,6-9,Computational Thinking,"Use the basic steps in algorithmic problem-solving to design solutions (e.g., problem statement and exploration, examination of sample instances, design, implementing a solution, testing and evaluation)."
CT.L2:02,CSTA K-12 Computer Science Standards,CSTA,6-9,Computational Thinking,Describe the process of parallelization as it relates to problem solving.
CT.L2:03,CSTA K-12 Computer Science Standards,CSTA,6-9,Computational Thinking,Define an algorithm as a sequence of instructions that can be processed by a computer.
CT.L2:04,CSTA K-12 Computer Science Standards,CSTA,6-9,Computational Thinking,Evaluate ways that different algorithms may be used to solve the same problem.
CT.L2:05,CSTA K-12 Computer Science Standards,CSTA,6-9,Computational Thinking,Act out searching and sorting algorithms.
CT.L2:06,CSTA K-12 Computer Science Standards,CSTA,6-9,Computational Thinking,"Describe and analyze a sequence of instructions being followed (e.g., describe a character’s behavior in a video game as driven by rules and algorithms)."
CT.L2:07,CSTA K-12 Computer Science Standards,CSTA,6-9,Computational Thinking,"Represent data in a variety of ways including text, sounds, pictures and numbers."
CT.L2:08,CSTA K-12 Computer Science Standards,CSTA,6-9,Computational Thinking,"Use visual representations of problem states, structures and data (e.g., graphs, charts, network diagrams, flowcharts)."
CT.L2:09,CSTA K-12 Computer Science Standards,CSTA,6-9,Computational Thinking,"Interact with content-specific models and simulations (e.g., ecosystems, epidemics, molecular dynamics) to support learning and research."
CT.L2:10,CSTA K-12 Computer Science Standards,CSTA,6-9,Computational Thinking,Evaluate what kinds of problems can be solved using modeling and simulation.
CT.L2:11,CSTA K-12 Computer Science Standards,CSTA,6-9,Computational Thinking,Analyze the degree to which a computer model accurately represents the real world.
CT.L2:12,CSTA K-12 Computer Science Standards,CSTA,6-9,Computational Thinking,Use abstraction to decompose a problem into sub problems.
CT.L2:13,CSTA K-12 Computer Science Standards,CSTA,6-9,Computational Thinking,"Understand the notion of hierarchy and abstraction in computing including high level languages, translation, instruction set and logic circuits."
CT.L2:14,CSTA K-12 Computer Science Standards,CSTA,6-9,Computational Thinking,"Examine connections between elements of mathematics and computer science including binary numbers, logic, sets and functions."
CT.L2:15,CSTA K-12 Computer Science Standards,CSTA,6-9,Computational Thinking,Provide examples of interdisciplinary applications of computational thinking.
CL.L3A:01,CSTA K-12 Computer Science Standards,CSTA,9-12,Collaboration,Work in a team to design and develop a software artifact.
CL.L3A:02,CSTA K-12 Computer Science Standards,CSTA,9-12,Collaboration,"Use collaborative tools to communicate with project team members (e.g., discussion threads, wikis, blogs, version control, etc.)."
CL.L3A:03,CSTA K-12 Computer Science Standards,CSTA,9-12,Collaboration,"Describe how computing enhances traditional forms and enables new forms of experience, expression, communication, and collaboration."
CL.L3A:04,CSTA K-12 Computer Science Standards,CSTA,9-12,Collaboration,Identify how collaboration influences the design and development of software products.
CD.L3A:01,CSTA K-12 Computer Science Standards,CSTA,9-12,Computers and Communication Devices,"Describe the unique features of computers embedded in mobile devices and vehicles (e.g., cell phones, automobiles, airplanes)."
