displayweight_i,displayweight_pre_i,displayweight_25_i,displayweight_middle_i,displayweight_high_i,code_s,name_s,orgname_s,url_s,longdescription_t,image_s,tags_s,teachers_notes_s,languages_supported_s,short_code_s,tags_grade_s,string_detail_grades_s,tags_teacher_experience_s,tags_student_experience_s,tags_activity_type_s,tags_subject_s,tags_platform_s,string_platforms_s,string_detail_platforms_s,tags_length_s,tags_programming_language_s,string_detail_programming_languages_s,tags_accessibility_s,string_standards_t,popularityrank_i,popularityrank_pre_i,popularityrank_25_i,popularityrank_middle_i,popularityrank_high_i
246,1,246,246,1,sphero_mansion,Jurassic Code: Mansion Mayhem,Sphero,https://edu.sphero.com/cwists/preview/18678x,"Keeping a bunch of dinosaurs at your house shouldn't be an issue, right? As you would imagine, this doesn't to end well. You are trapped in the mansion's library and must program your way out.",/images/tutorials/hoc2018/sphero_mansion.png,2018-tutorial,,"ar,zh-ch,zh-tw,en,fr,de,he,it,ja,ko,no,nn,es,es-mx,sv",spheromansion,"all,2-5,6-8",Grades 2-8,comfortable,comfortable,lesson-plan,cs-only,"computers,android,ios,screenreader,robotics","All modern browsers, Android tablet, iPad, Android phone, iPhone, Screen reader",Sphero robot,1hour,blocks,Blocks,"screenreader,tts",,280,999,150,999,999
246,246,246,1,1,kinder_kibodance,Teach Your KIBO Robot to Dance!,"KinderLab Robotics, Inc.",http://kinderlabrobotics.com/hour-of-code-teach-your-kibo-robot-to-dance/,"Let's have a KIBO Robot dance party! Set up a music player to play a favorite classroom song, or a song connected to a world culture you're exploring. Students will decorate their KIBO as a dancer, then they will create a program to teach their KIBO to dance to the music. Students will learn how to create a program to express an idea (in this case, a dance), with a focus on sequencing ability.",/images/tutorials/hoc2018/kinder_kibodance.png,2018-tutorial,,en,kibodance,"all,pre,2-5",Pre-reader - Grade 5,comfortable,comfortable,lesson-plan,"history,art,la","computers,robotics",All modern browsers,KIBO Robot Kit,1hour,blocks,Blocks,none,"CSTA K-12 Computer Science Standards Addressed:
- 1A-AP-10 Develop programs with sequences and simple loops, to express ideas or address a problem. (P5.2)
- 1A-AP-11 Decompose (break down) the steps needed to solve a problem into a precise sequence of instructions. (P3.2)
",999,999,999,999,999
244,1,244,244,244,kcj_plastic,#kids2030 Plastics Challenge,Kids Code Jeunesse,https://kidscodejeunesse.org/hour-of-code,"We're challenging you to use data visualization to develop a plastic pollution solution! Discover where plastic waste comes from and why it has become a global problem. Then reflect on your own plastic use, estimate how much waste you could reduce over time, and design an invention or alternative that could help. Kids can complete this project by themselves or with support from a grown up.",/images/tutorials/hoc2020/kcj_plastic.png,2020-tutorial,,"en,fr",kcjplastic,"all,2-5,6-8,9+",Grades 2+,beginner,beginner,lesson-plan,"art,history,la,math,science",computers,All modern browsers,,1hour,"blocks,other","Blocks, Also has use of a spreadsheet.",none,,999,999,999,999,999
244,1,244,244,1,lego_journey,Create a Journey with LEGO Education,LEGO® Education,https://scratch.mit.edu/studios/27539869/,"Journeys are exciting!  Challenge students to remix our Grasshopper Journey project in order to create a new journey and find different ways for a SPIKE Prime inspired virtual grasshopper to move using Scratch 3.0! In addition to CS skills, this teacher facilitated activity can also be used to support areas such as language arts, science and the arts. ",/images/tutorials/hoc2020/lego_journey.png,2020-tutorial,https://community.legoeducation.com/library/item/12/27,en,legojourney,"all,2-5,6-8",Grades 2-8,comfortable,comfortable,lesson-plan,la,computers,All modern browsers,,few-hours,blocks,Blocks,none,"CSTA 1B-AP-10; 1B-AP-11, 1B-AP-12, 1B-AP-14; 2-AP-12;2-AP-13;2-AP-16",999,999,132,999,999
242,242,242,1,1,irobot_tools,Robotics for K-2: Robot Tools,iRobot,https://edu.irobot.com/learning-library/robotics-for-k2-tools,"This workbook explores all of the different kinds of tools used when building a robot through matching, counting, scavenger hunts and measuring activities,",/images/tutorials/hoc2021/irobot_tools.jpg,2021-tutorial,,"en,en-GB",irobottools,"all,pre",Pre-reader,beginner,beginner,lesson-plan,"math,science","no-computers,no-internet,robotics",Unplugged,Robot,1hour,unplugged,pre-reader computational thinking activity,none,Common Core,999,999,999,999,999
236,1,236,236,1,edison_spotlight,Perform in the spotlight with Edison,Meet Edison,https://meetedison.com/robotics-lesson-plans/perform-in-the-spotlight/#Hour-of-Code,"Introduce Edison robots to your students, helping them begin to explore what a robot is and how it can sense, and react, to the world. Students can work through this lesson independently as they program the Edison robot using the block-based programming language EdBlocks, practicing computer science fundamentals including sequence, loops and conditionals.",/images/tutorials/hoc2018/edison_spotlight.png,2018-tutorial,,en,edisonspotlight,"all,2-5,6-8",Grades 2-8,beginner,beginner,lesson-plan,"science,art","computers,android,ios,robotics","All modern browsers, iPad, Android tablets",Edison robot,1hour,blocks,Blocks,none,,999,999,999,999,999
232,1,1,232,232,pb_storytelling,Interactive Storytelling,Programming Basics,http://www.programmingbasics.org/storytellinghour,Dive into the world of interactive storytelling. Learn the basics of how to create a story in Twine. Examine different story patterns and structures that are unique to interactive stories. See some ways that interactive storytelling differs from traditional creative writing.,/images/tutorials/hoc2019/pb_storytelling.png,2019-tutorial,,en,pbstorytelling,"all,6-8,9+",Grades 6+,beginner,beginner,lesson-plan,la,computers,All modern browsers,,few-hours,typing,Twine (Harlowe variant),highcontrast,,999,999,999,999,999
230,1,1,230,230,ozobot_evo,Intro to Evo: Evo's Force Field,Ozobot,https://storage.googleapis.com/ozobot-lesson-library/evo-force-field/evo-force-field.pdf,"Evo by Ozobot is packed with tons of cool technology, like proximity sensors, programmable LEDs, motion and sounds, and light and color sensors underneath so it can see colors and follow lines. This introduction to Evo presents an OzoBlockly program that makes Evo move when its proximity sensors are activated by your hands, and play a victory dance once it has walked on certain colors.",/images/tutorials/hoc2017/ozobot_evo.jpg,2017-tutorial,,"en,en-GB",ozoevo,"all,6-8,9+",Grades 6+,beginner,beginner,lesson-plan,art,"computers,android,ios,robotics","All modern browsers, Android tablets, iPads, Ozobot Evo robot",Ozobot Evo robot,1hour,blocks,Blocks,none,,999,999,999,999,999
228,228,228,228,1,helloruby_loveletters,Hello Ruby: Love Letters for Computers,Hello Ruby,http://helloruby.com/loveletters,"Love Letters for Computers is a 10 part YouTube series with classroom materials, to help primary school teachers to make computer science more playful, whimsical and gentle for children. ",/images/tutorials/hoc2019/helloruby_loveletters.jpg,2019-tutorial,,en,rubylove,"all,pre,2-5,6-8",Pre-reader-Grade 8,beginner,beginner,lesson-plan,art,"computers,no-computers,no-internet","All modern browsers, Unplugged",,few-hours,"blocks,other","Blocks, Language independent (can be taught in multiple languages)",none,,999,999,999,999,999
226,226,1,1,1,kinder_car,Create Your Dream Car with KIBO,"KinderLab Robotics, Inc.",https://kinderlabrobotics.com/hour-of-code-create-your-dream-car-with-kibo/,"Students will become engineers, learning the steps of the Engineering Design Process. Inspired by the book 'If I Built a Car' by Chris Van Dusen, students will follow the engineering design process to create their own dream cars out of craft and recycled materials. They will scan a short programming sequence to get their cars moving!",/images/tutorials/hoc2021/kinder_car.jpg,2021-tutorial,,"en,en-GB",kindercar,"all,pre",Pre-reader,beginner,beginner,lesson-plan,la,"no-computers,no-internet,robotics",Unplugged,KIBO Robot Kit,1hour,blocks,KIBO tangible blocks,none,"CSTA K-12 Computer Science Standards: 1A-AP-10, 1A-AP-11, 1A-AP-15; 
NGSS Science Standards: K-2-ETS1-1, K-2-ETS1-2, K-2-ETS1-3",999,999,999,999,999
220,1,1,220,220,tox_architect,Utopian Architect,Toxicode,http://architect.toxicode.fr/hour_of_code,"Code your builder robot in order to create buildings and landscapes. Utopian Architect is a sandbox designed to facilitate the discovery and the learning of the concept of function. Join us through our activities that quickly raise questions related to the architecture of a program, to the art of organizing thoughts and knowing how to break down big problems into smaller problems.",/images/tutorials/hoc2019/tox_architect.png,2019-tutorial,,en,toxarchitect,"all,6-8,9+",Grades 6+,beginner,beginner,lesson-plan,cs-only,computers,All modern browsers,,1hour,typing,JavaScript,none,,999,999,999,999,999
219,1,219,219,219,lego_robust,Robust Structures – LEGO® Education WeDo 2.0,LEGO® Education,https://education.lego.com/en-us/lessons/wedo-2-science/robust-structures,"Investigating what characteristics of a building would help make it resistant to an earthquake, using an earthquake simulator constructed from LEGO bricks. Students will explore the origin and nature of earthquakes. Create and program a device that will allow you to test building designs. Document evidence and present your findings about which structure design(s) are best for withstanding earthquakes.",/images/tutorials/hoc2017/lego_robust.jpg,2017-tutorial,,"en,en-GB",legorobust,"all,2-5,6-8,9+",Grades 2+,comfortable,beginner,lesson-plan,"math,science","computers,android,ios,robotics","All modern browsers, Android tablet, iPad, WeDo 2.0",WeDo 2.0,"1hour,1hour-follow",blocks,Blocks,none,"NGSS
3-5-ETS1-3
4-ESS3-2

CCSS
CCSS.ELA-Literacy.RI.2.3
CCSS.ELA-Literacy.RI.4.3",999,999,999,999,999
219,1,219,219,219,lego_plants,Plants and Pollinators – LEGO® Education WeDo 2.0,LEGO® Education,https://education.lego.com/en-us/lessons/wedo-2-science/plants-and-pollinators,Model the relationship between a pollinator and flower during the reproduction phase using a LEGO representation. Students will explore how different organisms take an active role in plant reproduction. Create and program a model of a bee and flower to mimic the relationship between the pollinator and the plant. Present and document the different models you have created of plants and their pollinators.,/images/tutorials/hoc2017/lego_plants.jpg,2017-tutorial,,"en,en-GB",legoplants,"all,2-5,6-8,9+",Grades 2+,comfortable,beginner,lesson-plan,"math,science","computers,android,ios,robotics","All modern browsers, Android tablet, iPad, WeDo 2.0","WeDo 2.0,robotics","1hour,1hour-follow",blocks,Blocks,none,"NGSS
2-LS2-2
4-LS1-1

CCSS
CCSS.ELA-Literacy.W.2.6
CCSS.ELA-Literacy.W.4.1.b
CCSS.ELA-Literacy.W.4.2.d",999,999,999,999,999
218,1,218,218,218,ozobot_random,Ozobot Random Story Generator,Ozobot,https://storage.googleapis.com/ozobot-lesson-library/random-story-generator/random-story-generator.pdf,"Learn how computers create random numbers and use them, then use a random movement program to help seed ideas for a story. ",/images/tutorials/hoc2018/ozobot_random.png,2018-tutorial,,en,ozorandom,"all,2-5,6-8,9+",Grades 2+,beginner,beginner,lesson-plan,cs-only,"computers,robotics",All modern browsers,Ozobot robot,1hour,blocks,Blocks,none,,999,999,999,999,999
218,1,1,218,218,microblocks_buttons,Introducing the BBC micro:bit: Animation and Buttons,MicroBlocks,https://gpblocks.org/hourOfCode2018/microbitIntro/,"In this introductory project, you'll make pictures or animations appear on the micro:bit display when buttons are pressed. This activity is suitable for those who have never programmed before or those seeking a simple introduction to programming the BBC micro:bit. It uses MicroBlocks, a Scratch-like programming system that lets you see your code running on the micro:bit immediately.",/images/tutorials/hoc2018/microblocks_buttons.png,2018-tutorial,,en,mbbuttons,"all,6-8,9+",Grades 6+,beginner,beginner,lesson-plan,art,"computers,robotics","Windows, Mac OS, Linux, or Chromebook",BBC micro:bit,1hour,blocks,Blocks,none,,999,999,999,999,999
218,1,218,218,1,icompute_idodge,Ice Cream Dodge,iCompute,https://www.icompute-uk.com/hoc-2019-3/,"This activity, adapted for the Hour of Code, develops children's programming skills by creating apps using text - a simplified JavaScript language. Using the PRIMM approach for teaching programming, the children explore programs and use their computational thinking skills to problem solve, modify and design/develop apps.",/images/tutorials/hoc2019/icompute_idodge.png,2019-tutorial,,en,idodge,"all,2-5,6-8",Grades 2-8,beginner,beginner,lesson-plan,cs-only,computers,All modern browsers,,1hour,typing,Simplified version of JavaScript,none,"CSTA:
1B-AP-10
1B-AP-11
1B-AP-12
1B-AP-15",999,999,999,999,999
218,1,218,218,1,3dbear_mars,The Mars Pioneers,3DBear,https://www.thingiverse.com/thing:3084537,The Mars Pioneers is a project-based learning module that teaches facts about Mars and the crucial conditions for human beings to survive there. The students will build a colony using Augmented Reality and 3D-print the colony facilities.,/images/tutorials/hoc2018/3dbear_mars.jpg,2018-tutorial,,en,3dbearmars,"all,2-5,6-8",Grades 2-8,beginner,beginner,lesson-plan,"science,math,art","computers,android,ios,robotics","Android tablet, iPad, Android phone, iPhone","3D printer,robotics",few-hours,other,"Language independent (can be taught in multiple languages), Uses 3D modeling in augmented reality",none,"NGSS

Grd. 3 to 5

*3-ESS3-1 Earth and Human Activity
Make a claim about the merit of a design solution that reduces the impacts of a weather-related hazard.

*4-ESS3-1 Earth and Human Activity
Obtain and combine information to describe that energy and fuels are derived from natural resources and their uses affect the environment.

*5-PS1-4 Matter and Its Interactions
Conduct an investigation to determine whether the mixing of two or more substances results in new substances.

*4-PS3-4 Energy
Apply scientific ideas to design, test, and refine a device that converts energy from one form to another.

*4-ESS3-2 Earth and Human Activity
Generate and compare multiple solutions to reduce the impacts of natural Earth processes on humans.

*3-5-ETS1-2 Engineering Design
Generate and compare multiple possible solutions to a problem based on how well each is likely to meet the criteria and constraints of the problem.

Grd. 6 to 8

*MS-PS1-6 Matter and its Interactions
Undertake a design project to construct, test, and modify a device that either releases or absorbs thermal energy by chemical processes.

*MS-PS3-3 Energy
Apply scientific principles to design, construct, and test a device that either minimizes or maximizes thermal energy transfer.

*MS-ESS3-3 Earth and Human Activity
Apply scientific principles to design a method for monitoring and minimizing a human impact on the environment.

*MS-LS2-5 Ecosystems: Interactions, Energy, and Dynamics
Evaluate competing design solutions for maintaining biodiversity and ecosystem services.

*MS-ETS1-1 Engineering Design
Define the criteria and constraints of a design problem with sufficient precision to ensure a successful solution, taking into account relevant scientific principles and potential impacts on people and the natural environment that may limit possible solutions.

*MS-ETS1-2 Engineering Design
Evaluate competing design solutions using a systematic process to determine how well they meet the criteria and constraints of the problem.

CCSC

Grd. 6 to 8

*CCSS.ELA-LITERACY.RST.6-8.2
Determine the central ideas or conclusions of a text; provide an accurate summary of the text distinct from prior knowledge or opinions.

*CCSS.ELA-LITERACY.RST.6-8.9
Compare and contrast the information gained from experiments, simulations, video, or multimedia sources with that gained from reading a text on the same topic.",999,999,999,999,999
215,1,1,215,215,catrobat_embroidery,Coded Embroidery,Catrobat,https://catrob.at/CodedEmbroidery,"Code your design on your Android phone and stitch it on your T-shirt, pants, gym bag, or shoes!",/images/tutorials/hoc2020/catrobat_embroidery.jpg,2020-tutorial,,"ar,bn,bs,zh-CN,hr,cs,en,en-GB,fr,de,hi,id,it,ja,ko,nn,pl,pt-BR,pt-PT,ru,sr,es,es-MX,sv,ta,th,tr,ur,vi",catrobatembroidery,"all,6-8,9+",Grades 6+,beginner,beginner,lesson-plan,"art,math","android,screenreader,robotics","Android phone, Screen reader","Embroidery machine for stitching and USB or network port, plus support of the DST format (standard embroidery file format).",few-hours,blocks,Blocks,"screenreader,highcontrast",,218,999,999,999,999
