Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
M,0.60,0.47,0.18,0.99,0.38,0.24,0.50,12
M,0.60,0.48,0.14,0.91,0.41,0.18,0.29,9
F,0.60,0.46,0.16,0.92,0.40,0.20,0.29,9
F,0.60,0.45,0.14,0.87,0.34,0.20,0.29,11
M,0.60,0.45,0.15,0.87,0.37,0.20,0.26,12
F,0.61,0.50,0.16,1.09,0.47,0.20,0.38,11
M,0.62,0.49,0.22,0.96,0.42,0.18,0.29,11
M,0.62,0.49,0.17,1.15,0.49,0.21,0.34,13
I,0.62,0.48,0.16,0.91,0.37,0.17,0.31,11
F,0.63,0.52,0.16,1.16,0.49,0.26,0.36,11
M,0.63,0.52,0.18,1.20,0.49,0.25,0.37,11
M,0.63,0.50,0.18,1.31,0.50,0.30,0.47,10
F,0.64,0.51,0.17,1.25,0.58,0.23,0.38,11
F,0.64,0.49,0.16,1.15,0.48,0.30,0.32,9
M,0.64,0.50,0.18,1.15,0.44,0.23,0.39,9
F,0.64,0.49,0.15,1.13,0.55,0.25,0.30,11
F,0.64,0.50,0.15,1.20,0.56,0.23,0.34,9
M,0.65,0.51,0.17,1.56,0.70,0.35,0.40,11
M,0.65,0.51,0.18,1.32,0.63,0.26,0.36,12
M,0.66,0.54,0.17,1.40,0.70,0.24,0.42,11
F,0.66,0.49,0.16,1.20,0.55,0.26,0.32,9
F,0.66,0.46,0.17,1.29,0.59,0.32,0.34,11
F,0.66,0.53,0.18,1.52,0.78,0.30,0.40,10
M,0.67,0.53,0.16,1.36,0.53,0.30,0.45,10
M,0.68,0.52,0.15,1.36,0.56,0.34,0.39,11
F,0.68,0.52,0.19,1.49,0.62,0.39,0.41,11
F,0.68,0.56,0.20,1.66,0.58,0.39,0.55,11
M,0.69,0.51,0.17,1.55,0.69,0.38,0.41,10
F,0.70,0.54,0.20,1.59,0.67,0.33,0.47,11
F,0.70,0.56,0.22,1.67,0.65,0.43,0.46,11
M,0.71,0.56,0.18,1.72,0.57,0.46,0.46,13
F,0.73,0.55,0.21,1.91,0.54,0.36,0.60,14
F,0.76,0.58,0.20,2.07,1.01,0.47,0.48,11
I,0.23,0.17,0.05,0.05,0.02,0.01,0.02,4
I,0.23,0.17,0.05,0.06,0.03,0.01,0.02,5
I,0.26,0.19,0.06,0.09,0.04,0.02,0.03,6
I,0.36,0.27,0.08,0.20,0.30,0.05,0.06,7
I,0.43,0.31,0.10,0.31,0.14,0.07,0.09,7
I,0.43,0.32,0.09,0.26,0.12,0.07,0.07,8
M,0.46,0.35,0.11,0.46,0.20,0.11,0.13,8
M,0.46,0.36,0.14,0.49,0.21,0.12,0.17,10
M,0.50,0.38,0.12,0.47,0.20,0.11,0.15,10
M,0.51,0.40,0.13,0.58,0.24,0.13,0.19,11
F,0.52,0.43,0.15,0.73,0.30,0.16,0.24,11
M,0.53,0.40,0.13,0.62,0.27,0.15,0.18,9
M,0.53,0.42,0.12,0.71,0.34,0.16,0.13,9
F,0.53,0.40,0.12,0.57,0.25,0.14,0.16,9
M,0.55,0.44,0.15,0.94,0.37,0.12,0.35,11
F,0.55,0.43,0.15,0.66,0.26,0.12,0.22,8
M,0.58,0.48,0.15,0.95,0.44,0.26,0.25,9
M,0.58,0.43,0.13,0.91,0.45,0.21,0.12,10
M,0.60,0.46,0.15,0.94,0.43,0.18,0.28,11
M,0.60,0.47,0.18,1.19,0.51,0.32,0.31,8
M,0.65,0.50,0.18,1.46,0.60,0.24,0.44,11
M,0.66,0.53,0.20,1.49,0.61,0.38,0.42,10
I,0.29,0.22,0.06,0.11,0.05,0.02,0.03,5
I,0.30,0.22,0.07,0.12,0.06,0.03,0.03,5
I,0.37,0.28,0.10,0.28,0.15,0.05,0.07,5
I,0.38,0.29,0.08,0.23,0.10,0.04,0.07,7
I,0.38,0.29,0.09,0.23,0.09,0.05,0.08,7
I,0.40,0.30,0.12,0.30,0.13,0.07,0.09,8
I,0.41,0.33,0.11,0.36,0.16,0.07,0.10,8
I,0.42,0.32,0.12,0.30,0.12,0.07,0.09,7
I,0.43,0.33,0.11,0.40,0.18,0.08,0.12,7
I,0.44,0.34,0.10,0.38,0.17,0.08,0.10,7
I,0.44,0.34,0.12,0.50,0.30,0.09,0.12,6
M,0.47,0.41,0.14,0.78,0.44,0.17,0.15,10
F,0.47,0.36,0.10,0.47,0.16,0.09,0.14,8
M,0.51,0.42,0.15,0.75,0.33,0.18,0.20,8
F,0.53,0.40,0.14,0.71,0.32,0.14,0.21,10
F,0.53,0.40,0.13,0.70,0.31,0.13,0.22,9
F,0.55,0.43,0.14,0.95,0.49,0.19,0.22,7
M,0.56,0.42,0.15,0.88,0.44,0.20,0.23,8
M,0.58,0.45,0.14,0.92,0.35,0.21,0.24,9
F,0.58,0.45,0.14,0.83,0.36,0.17,0.24,10
M,0.59,0.46,0.15,1.21,0.58,0.22,0.32,10
M,0.62,0.50,0.16,1.29,0.44,0.29,0.32,11
F,0.62,0.49,0.16,1.19,0.51,0.27,0.35,9
F,0.63,0.50,0.19,1.17,0.54,0.21,0.16,10
F,0.63,0.49,0.17,1.22,0.46,0.20,0.31,10
M,0.67,0.52,0.17,1.17,0.53,0.29,0.32,11
M,0.68,0.51,0.16,1.53,0.74,0.36,0.38,11
F,0.69,0.53,0.17,1.51,0.74,0.35,0.37,10
F,0.49,0.39,0.10,0.56,0.22,0.12,0.19,9
M,0.46,0.36,0.13,0.55,0.22,0.11,0.19,8
M,0.46,0.35,0.13,0.52,0.19,0.11,0.19,9
M,0.54,0.42,0.13,0.76,0.31,0.15,0.27,11
M,0.47,0.36,0.11,0.49,0.19,0.08,0.19,10
M,0.51,0.40,0.14,0.69,0.26,0.15,0.23,10
I,0.34,0.26,0.09,0.18,0.08,0.02,0.07,11
M,0.55,0.43,0.16,0.97,0.29,0.14,0.48,20
I,0.18,0.14,0.08,0.03,0.01,0.01,0.01,5
I,0.22,0.17,0.06,0.06,0.03,0.01,0.02,5
I,0.20,0.15,0.04,0.05,0.02,0.01,0.01,4
F,0.63,0.48,0.20,1.32,0.61,0.31,0.36,9
M,0.55,0.42,0.17,0.85,0.34,0.24,0.25,13
M,0.59,0.45,0.15,1.05,0.43,0.28,0.32,14
F,0.65,0.50,0.18,1.28,0.53,0.30,0.35,13
F,0.71,0.53,0.20,1.87,0.68,0.41,0.69,12
F,0.70,0.54,0.22,1.98,0.67,0.31,0.71,24
F,0.66,0.51,0.17,1.37,0.58,0.35,0.40,10
F,0.67,0.50,0.18,1.74,0.60,0.30,0.73,21
F,0.47,0.38,0.11,0.51,0.23,0.14,0.13,11
M,0.43,0.34,0.10,0.41,0.18,0.09,0.14,9
M,0.54,0.41,0.13,0.56,0.24,0.11,0.18,7
M,0.51,0.40,0.13,0.64,0.29,0.16,0.18,9
M,0.54,0.44,0.17,0.88,0.28,0.18,0.30,10
F,0.43,0.35,0.09,0.40,0.16,0.09,0.12,9
M,0.55,0.44,0.11,0.81,0.34,0.20,0.22,9
F,0.34,0.26,0.09,0.20,0.10,0.02,0.05,6
I,0.28,0.20,0.07,0.12,0.06,0.01,0.04,7
F,0.34,0.22,0.07,0.17,0.08,0.04,0.05,6
M,0.64,0.49,0.14,1.19,0.44,0.24,0.38,15
F,0.55,0.44,0.13,0.77,0.33,0.21,0.25,9
F,0.64,0.48,0.19,1.15,0.44,0.28,0.38,13
F,0.55,0.41,0.12,0.68,0.29,0.16,0.22,9
F,0.64,0.54,0.18,1.57,0.63,0.27,0.48,18
M,0.61,0.49,0.16,1.15,0.50,0.25,0.30,15
M,0.61,0.47,0.12,1.11,0.39,0.29,0.31,15
M,0.56,0.45,0.16,0.91,0.36,0.27,0.35,10
F,0.57,0.47,0.16,0.87,0.32,0.24,0.29,14
M,0.53,0.41,0.16,0.79,0.32,0.15,0.28,13
F,0.51,0.41,0.18,0.61,0.24,0.12,0.18,11
M,0.35,0.27,0.09,0.23,0.10,0.06,0.07,6
M,0.45,0.36,0.12,0.40,0.15,0.08,0.15,9
I,0.51,0.41,0.12,0.61,0.23,0.13,0.24,11
F,0.49,0.38,0.13,0.54,0.23,0.14,0.17,12
F,0.51,0.41,0.14,0.66,0.29,0.13,0.20,15
M,0.38,0.30,0.10,0.25,0.11,0.05,0.08,8
I,0.27,0.20,0.07,0.10,0.05,0.01,0.03,8
F,0.37,0.30,0.10,0.27,0.12,0.06,0.08,7
M,0.50,0.39,0.14,0.55,0.22,0.07,0.21,11
M,0.65,0.51,0.17,1.31,0.43,0.26,0.52,10
M,0.57,0.44,0.12,0.92,0.40,0.18,0.29,11
F,0.67,0.55,0.18,1.71,0.70,0.39,0.58,13
F,0.59,0.42,0.15,0.88,0.36,0.23,0.24,11
F,0.47,0.36,0.11,0.50,0.24,0.13,0.13,6
F,0.51,0.39,0.14,0.63,0.28,0.15,0.17,8
M,0.72,0.58,0.23,2.27,0.88,0.40,0.67,16
M,0.55,0.41,0.15,0.92,0.41,0.21,0.24,7
I,0.20,0.15,0.03,0.03,0.01,0.01,0.01,5
M,0.65,0.52,0.18,1.33,0.57,0.35,0.41,13
F,0.53,0.41,0.12,0.72,0.31,0.19,0.20,14
M,0.57,0.44,0.19,1.03,0.35,0.20,0.31,20
F,0.61,0.47,0.16,1.02,0.43,0.23,0.32,12
F,0.55,0.41,0.18,0.98,0.26,0.21,0.38,18
I,0.33,0.25,0.08,0.15,0.06,0.03,0.05,5
I,0.31,0.24,0.08,0.15,0.06,0.03,0.05,7
M,0.45,0.34,0.14,0.48,0.19,0.12,0.16,11
F,0.49,0.38,0.16,0.58,0.24,0.13,0.18,9
F,0.51,0.41,0.16,0.68,0.27,0.15,0.22,10
F,0.39,0.30,0.10,0.27,0.11,0.06,0.08,6
F,0.62,0.49,0.22,1.51,0.51,0.28,0.51,17
F,0.64,0.51,0.19,1.30,0.50,0.30,0.41,17
F,0.67,0.53,0.19,1.40,0.46,0.32,0.49,15
M,0.34,0.27,0.10,0.20,0.08,0.04,0.07,9
I,0.30,0.22,0.08,0.12,0.04,0.03,0.04,8
I,0.48,0.38,0.13,0.52,0.21,0.10,0.18,15
I,0.32,0.25,0.08,0.16,0.06,0.03,0.06,9
I,0.43,0.34,0.13,0.38,0.14,0.06,0.15,14
M,0.57,0.45,0.14,1.01,0.38,0.24,0.27,12
F,0.60,0.48,0.17,1.13,0.45,0.27,0.34,10
F,0.59,0.46,0.17,1.08,0.37,0.33,0.33,14
F,0.56,0.42,0.14,0.87,0.33,0.24,0.21,13
F,0.57,0.50,0.16,1.09,0.45,0.28,0.32,14
F,0.62,0.49,0.18,1.27,0.53,0.31,0.37,11
M,0.63,0.51,0.19,1.50,0.41,0.31,0.55,16
M,0.43,0.34,0.12,0.39,0.15,0.09,0.13,10
F,0.64,0.51,0.19,1.24,0.44,0.31,0.37,14
M,0.68,0.53,0.18,1.40,0.48,0.32,0.47,16
M,0.50,0.40,0.15,0.60,0.22,0.14,0.21,11
M,0.39,0.31,0.09,0.28,0.11,0.05,0.10,9
M,0.52,0.44,0.20,0.97,0.30,0.21,0.36,18
M,0.52,0.42,0.18,0.75,0.26,0.17,0.26,8
M,0.64,0.53,0.20,1.38,0.44,0.31,0.47,16
I,0.44,0.35,0.12,0.38,0.14,0.10,0.12,9
F,0.42,0.32,0.13,0.41,0.16,0.11,0.12,10
F,0.45,0.35,0.14,0.56,0.23,0.14,0.15,13
I,0.42,0.33,0.13,0.39,0.16,0.10,0.12,9
F,0.64,0.51,0.19,1.28,0.48,0.33,0.40,12
M,0.57,0.46,0.15,0.96,0.39,0.24,0.28,11
M,0.41,0.33,0.12,0.37,0.16,0.08,0.13,12
M,0.49,0.41,0.15,0.70,0.24,0.16,0.27,13
F,0.61,0.48,0.19,1.30,0.52,0.32,0.37,12
F,0.59,0.49,0.21,1.23,0.45,0.24,0.42,13
M,0.67,0.54,0.16,1.38,0.60,0.26,0.49,14
I,0.35,0.29,0.10,0.22,0.09,0.06,0.08,8
M,0.64,0.51,0.16,1.16,0.43,0.29,0.32,18
M,0.70,0.53,0.15,1.48,0.64,0.30,0.43,14
F,0.69,0.54,0.19,1.57,0.69,0.32,0.47,15
M,0.56,0.44,0.14,0.86,0.38,0.16,0.29,15
M,0.65,0.53,0.19,1.50,0.63,0.40,0.40,14
M,0.64,0.48,0.19,1.47,0.58,0.30,0.42,15
F,0.66,0.51,0.16,1.09,0.40,0.28,0.37,14
F,0.69,0.56,0.21,1.82,0.78,0.44,0.52,19
F,0.70,0.55,0.16,1.64,0.69,0.30,0.44,13
M,0.55,0.44,0.16,0.91,0.34,0.22,0.30,13
F,0.61,0.50,0.19,1.21,0.46,0.31,0.37,15
M,0.60,0.50,0.17,1.06,0.40,0.28,0.28,11
M,0.30,0.24,0.09,0.16,0.07,0.04,0.05,6
F,0.44,0.35,0.13,0.46,0.20,0.11,0.15,9
I,0.46,0.38,0.13,0.53,0.23,0.11,0.19,8
M,0.48,0.38,0.13,0.62,0.30,0.14,0.18,12
I,0.43,0.35,0.11,0.37,0.17,0.09,0.11,6
F,0.44,0.35,0.11,0.42,0.19,0.10,0.13,7
I,0.30,0.23,0.08,0.15,0.06,0.04,0.05,5
F,0.58,0.48,0.15,0.87,0.38,0.19,0.29,12
M,0.51,0.39,0.11,0.66,0.32,0.15,0.19,9
M,0.46,0.38,0.13,0.48,0.22,0.10,0.17,7
M,0.64,0.51,0.17,1.44,0.61,0.30,0.39,18
F,0.56,0.44,0.13,0.88,0.33,0.21,0.29,13
F,0.65,0.52,0.19,1.31,0.58,0.29,0.37,12
F,0.60,0.49,0.15,1.25,0.50,0.29,0.33,14
M,0.57,0.45,0.12,0.91,0.40,0.20,0.29,17
F,0.66,0.50,0.14,1.17,0.54,0.32,0.29,12
M,0.48,0.38,0.14,0.53,0.20,0.14,0.16,14
F,0.50,0.39,0.14,0.66,0.30,0.16,0.19,11
F,0.40,0.34,0.12,0.43,0.21,0.12,0.12,10
M,0.41,0.31,0.13,0.36,0.14,0.09,0.12,11
F,0.60,0.47,0.15,1.11,0.40,0.24,0.31,12
F,0.63,0.48,0.13,0.86,0.32,0.18,0.24,13
M,0.52,0.43,0.16,0.77,0.30,0.12,0.26,17
M,0.47,0.36,0.13,0.44,0.17,0.11,0.15,11
F,0.48,0.38,0.14,0.50,0.19,0.12,0.18,13
F,0.50,0.41,0.14,0.67,0.27,0.12,0.25,18
M,0.46,0.36,0.11,0.42,0.22,0.08,0.13,12
M,0.49,0.39,0.13,0.48,0.20,0.08,0.17,12
F,0.47,0.39,0.14,0.56,0.21,0.11,0.22,15
M,0.53,0.42,0.16,0.64,0.26,0.16,0.22,12
F,0.66,0.53,0.19,1.43,0.49,0.32,0.57,18
M,0.69,0.54,0.19,1.62,0.53,0.35,0.56,24
M,0.55,0.45,0.17,0.81,0.32,0.16,0.22,11
F,0.58,0.48,0.17,1.04,0.41,0.26,0.31,13
F,0.59,0.48,0.16,0.97,0.37,0.24,0.28,11
M,0.57,0.44,0.16,0.87,0.35,0.22,0.26,11
F,0.67,0.57,0.19,1.52,0.70,0.30,0.41,13
F,0.62,0.51,0.18,1.13,0.50,0.23,0.32,14
M,0.55,0.46,0.13,0.71,0.31,0.15,0.21,12
F,0.61,0.48,0.15,1.02,0.47,0.23,0.27,15
M,0.54,0.42,0.16,0.72,0.28,0.16,0.23,15
F,0.51,0.40,0.12,0.62,0.26,0.12,0.19,12
M,0.53,0.41,0.13,0.74,0.28,0.17,0.19,9
F,0.50,0.38,0.15,0.60,0.26,0.14,0.18,11
M,0.58,0.46,0.19,1.16,0.55,0.24,0.30,13
F,0.63,0.50,0.16,1.22,0.49,0.30,0.35,14
M,0.59,0.45,0.12,0.75,0.33,0.13,0.22,14
F,0.61,0.49,0.17,1.07,0.44,0.21,0.33,14
M,0.65,0.50,0.19,1.23,0.52,0.28,0.40,17
F,0.62,0.50,0.18,1.15,0.48,0.23,0.39,13
M,0.61,0.49,0.18,1.15,0.43,0.27,0.41,16
F,0.62,0.50,0.21,1.11,0.44,0.23,0.39,16
F,0.66,0.53,0.19,1.67,0.65,0.49,0.49,11
F,0.71,0.58,0.18,1.56,0.65,0.37,0.52,15
F,0.57,0.45,0.19,0.93,0.30,0.18,0.27,12
F,0.57,0.44,0.14,0.81,0.32,0.18,0.22,16
I,0.60,0.45,0.18,1.06,0.38,0.22,0.36,16
I,0.41,0.30,0.12,0.26,0.10,0.05,0.08,10
F,0.45,0.33,0.14,0.44,0.18,0.12,0.11,9
M,0.28,0.20,0.08,0.10,0.04,0.02,0.03,5
I,0.49,0.36,0.12,0.51,0.21,0.12,0.14,9
F,0.62,0.49,0.17,1.17,0.48,0.24,0.36,13
F,0.48,0.38,0.14,0.51,0.19,0.14,0.16,12
F,0.51,0.41,0.15,0.63,0.24,0.13,0.22,17
M,0.40,0.31,0.11,0.31,0.14,0.06,0.10,11
I,0.45,0.36,0.12,0.44,0.18,0.11,0.11,11
M,0.35,0.26,0.09,0.20,0.07,0.04,0.07,9
M,0.44,0.35,0.14,0.45,0.17,0.07,0.18,16
M,0.27,0.20,0.07,0.08,0.03,0.01,0.03,7
M,0.17,0.13,0.04,0.02,0.01,0.00,0.01,4
F,0.71,0.56,0.20,1.47,0.47,0.32,0.52,19
F,0.54,0.43,0.16,0.78,0.30,0.16,0.25,16
I,0.49,0.39,0.14,0.54,0.20,0.13,0.18,11
F,0.48,0.37,0.13,0.59,0.25,0.15,0.16,15
F,0.40,0.30,0.11,0.34,0.14,0.08,0.10,12
I,0.38,0.28,0.10,0.26,0.12,0.06,0.07,12
M,0.35,0.27,0.09,0.16,0.06,0.04,0.05,10
I,0.55,0.42,0.14,0.81,0.30,0.20,0.28,12
I,0.64,0.48,0.20,1.37,0.63,0.26,0.43,16
I,0.58,0.48,0.17,0.97,0.38,0.28,0.28,13
F,0.55,0.44,0.15,0.69,0.29,0.15,0.23,10
F,0.39,0.31,0.13,0.31,0.15,0.06,0.08,10
F,0.51,0.34,0.18,0.70,0.31,0.17,0.20,11
I,0.44,0.34,0.13,0.49,0.17,0.09,0.20,13
I,0.45,0.36,0.13,0.45,0.19,0.09,0.15,12
I,0.39,0.30,0.11,0.26,0.10,0.04,0.09,8
F,0.43,0.33,0.14,0.38,0.15,0.08,0.14,12
F,0.45,0.35,0.13,0.44,0.19,0.09,0.15,11
I,0.66,0.53,0.18,1.69,0.60,0.40,0.42,15
F,0.69,0.53,0.18,1.71,0.54,0.31,0.58,16
F,0.59,0.48,0.19,0.86,0.35,0.18,0.28,12
I,0.54,0.44,0.15,0.97,0.43,0.22,0.26,17
F,0.49,0.39,0.14,0.59,0.22,0.13,0.18,12
M,0.43,0.33,0.10,0.34,0.13,0.09,0.11,14
F,0.46,0.37,0.11,0.39,0.17,0.05,0.13,13
I,0.50,0.38,0.15,0.52,0.18,0.10,0.21,13
F,0.48,0.38,0.15,0.59,0.23,0.14,0.23,12
I,0.47,0.40,0.16,0.51,0.16,0.07,0.20,14
M,0.42,0.32,0.10,0.30,0.12,0.06,0.10,11
I,0.49,0.39,0.12,0.68,0.33,0.16,0.17,13
I,0.47,0.38,0.11,0.47,0.17,0.11,0.17,10
I,0.45,0.35,0.13,0.41,0.14,0.06,0.18,11
F,0.51,0.38,0.13,0.58,0.22,0.14,0.19,13
F,0.52,0.41,0.15,0.83,0.35,0.17,0.21,15
I,0.48,0.37,0.14,0.45,0.17,0.12,0.16,8
F,0.46,0.36,0.11,0.44,0.21,0.10,0.13,10
I,0.44,0.34,0.11,0.41,0.17,0.07,0.13,10
I,0.39,0.30,0.10,0.31,0.14,0.07,0.09,6
I,0.38,0.29,0.10,0.24,0.11,0.06,0.07,8
M,0.29,0.22,0.08,0.11,0.04,0.02,0.04,5
I,0.58,0.45,0.17,1.18,0.39,0.22,0.32,20
F,0.58,0.44,0.18,1.07,0.40,0.23,0.34,19
M,0.41,0.32,0.10,0.31,0.12,0.07,0.09,9
M,0.41,0.30,0.10,0.30,0.12,0.07,0.09,9
I,0.54,0.41,0.15,0.76,0.31,0.21,0.19,10
M,0.33,0.25,0.09,0.17,0.07,0.04,0.06,11
I,0.44,0.31,0.12,0.36,0.13,0.08,0.12,11
M,0.28,0.21,0.07,0.09,0.04,0.02,0.03,5
I,0.59,0.47,0.20,1.09,0.37,0.19,0.38,17
I,0.61,0.48,0.17,1.10,0.42,0.26,0.34,13
I,0.61,0.46,0.17,1.28,0.41,0.26,0.37,17
M,0.46,0.35,0.13,0.44,0.17,0.11,0.14,12
M,0.33,0.24,0.09,0.16,0.06,0.03,0.06,10
I,0.44,0.33,0.14,0.52,0.17,0.09,0.20,16
M,0.54,0.41,0.16,0.97,0.32,0.19,0.29,19
F,0.48,0.38,0.13,0.59,0.24,0.17,0.16,10
F,0.46,0.33,0.15,0.53,0.21,0.18,0.13,10
I,0.31,0.24,0.09,0.13,0.05,0.03,0.04,6
I,0.26,0.19,0.07,0.08,0.03,0.02,0.03,5
M,0.34,0.26,0.08,0.16,0.06,0.03,0.06,8
I,0.30,0.21,0.08,0.10,0.04,0.03,0.03,8
I,0.19,0.13,0.05,0.03,0.01,0.01,0.01,5
M,0.55,0.44,0.17,1.00,0.32,0.27,0.33,19
M,0.50,0.40,0.12,0.66,0.26,0.16,0.19,15
M,0.50,0.38,0.13,0.72,0.31,0.17,0.22,14
F,0.31,0.23,0.07,0.15,0.06,0.03,0.05,7
F,0.48,0.35,0.12,0.49,0.19,0.15,0.13,13
M,0.52,0.40,0.13,0.96,0.34,0.25,0.26,13
M,0.55,0.41,0.15,0.87,0.30,0.20,0.31,18
M,0.74,0.54,0.19,1.65,0.73,0.45,0.34,13
M,0.57,0.47,0.15,1.13,0.38,0.35,0.33,16
M,0.56,0.44,0.16,1.11,0.50,0.28,0.26,10
M,0.55,0.42,0.13,0.97,0.35,0.17,0.31,13
M,0.65,0.52,0.19,1.46,0.58,0.32,0.41,19
M,0.58,0.44,0.13,1.01,0.37,0.22,0.32,10
M,0.62,0.48,0.16,1.08,0.41,0.25,0.30,13
F,0.61,0.45,0.17,1.22,0.36,0.20,0.39,13
M,0.61,0.48,0.16,1.62,0.55,0.33,0.34,18
F,0.48,0.38,0.15,0.56,0.20,0.12,0.19,12
M,0.37,0.29,0.09,0.22,0.09,0.05,0.07,9
F,0.46,0.35,0.12,0.44,0.19,0.10,0.13,8
M,0.53,0.43,0.14,0.88,0.28,0.22,0.25,10
M,0.48,0.40,0.15,0.68,0.21,0.14,0.25,18
M,0.46,0.35,0.15,0.58,0.17,0.13,0.22,13
I,0.35,0.27,0.11,0.21,0.07,0.06,0.08,9
M,0.37,0.28,0.11,0.22,0.08,0.06,0.08,8
I,0.34,0.25,0.08,0.18,0.08,0.04,0.05,7
I,0.35,0.28,0.08,0.20,0.08,0.04,0.06,8
I,0.35,0.27,0.08,0.19,0.08,0.05,0.05,6
I,0.39,0.32,0.09,0.31,0.15,0.05,0.09,7
I,0.40,0.31,0.10,0.31,0.13,0.07,0.09,7
I,0.42,0.31,0.11,0.36,0.17,0.08,0.09,6
I,0.43,0.32,0.10,0.39,0.19,0.07,0.10,7
I,0.48,0.36,0.12,0.58,0.25,0.11,0.18,8
M,0.49,0.40,0.12,0.67,0.33,0.12,0.19,9
F,0.49,0.37,0.11,0.53,0.25,0.10,0.15,7
F,0.56,0.47,0.16,1.03,0.43,0.20,0.34,9
M,0.56,0.45,0.14,0.90,0.47,0.18,0.22,7
M,0.58,0.46,0.15,1.02,0.49,0.22,0.27,9
F,0.58,0.48,0.18,1.25,0.49,0.27,0.37,8
M,0.59,0.47,0.14,1.17,0.54,0.28,0.28,8
F,0.60,0.48,0.17,1.15,0.44,0.21,0.37,10
M,0.60,0.48,0.15,1.09,0.52,0.22,0.29,11
M,0.61,0.47,0.16,1.03,0.50,0.22,0.28,9
F,0.63,0.48,0.15,1.17,0.54,0.25,0.32,11
M,0.64,0.51,0.17,1.37,0.57,0.31,0.41,10
F,0.65,0.55,0.19,1.51,0.66,0.34,0.43,10
M,0.71,0.55,0.20,1.90,0.88,0.44,0.50,13
M,0.74,0.61,0.20,2.49,1.15,0.58,0.52,13
I,0.25,0.18,0.07,0.08,0.03,0.02,0.02,4
I,0.28,0.21,0.07,0.11,0.04,0.03,0.03,6
I,0.33,0.24,0.08,0.15,0.07,0.03,0.05,6
I,0.35,0.27,0.10,0.20,0.07,0.05,0.06,5
I,0.36,0.27,0.09,0.22,0.10,0.04,0.07,6
I,0.37,0.27,0.11,0.22,0.09,0.05,0.06,6
I,0.37,0.28,0.09,0.26,0.13,0.06,0.06,6
I,0.38,0.29,0.09,0.26,0.10,0.06,0.08,7
I,0.38,0.28,0.10,0.25,0.09,0.07,0.08,6
I,0.40,0.30,0.09,0.28,0.13,0.05,0.08,8
I,0.43,0.34,0.11,0.38,0.19,0.08,0.09,6
I,0.44,0.35,0.13,0.46,0.21,0.10,0.13,8
I,0.47,0.37,0.10,0.51,0.23,0.11,0.14,7
F,0.47,0.36,0.12,0.47,0.20,0.12,0.13,7
M,0.48,0.37,0.13,0.64,0.35,0.12,0.14,8
I,0.49,0.37,0.10,0.51,0.22,0.11,0.13,7
F,0.49,0.40,0.12,0.57,0.26,0.13,0.15,9
I,0.50,0.40,0.15,0.58,0.25,0.13,0.16,8
I,0.50,0.39,0.11,0.60,0.30,0.10,0.15,8
F,0.51,0.39,0.12,0.57,0.26,0.13,0.15,8
M,0.52,0.39,0.12,0.64,0.29,0.16,0.16,7
M,0.52,0.40,0.13,0.81,0.40,0.17,0.20,7
F,0.53,0.44,0.13,0.71,0.32,0.16,0.19,7
M,0.55,0.44,0.16,0.92,0.36,0.20,0.25,8
F,0.56,0.44,0.15,0.88,0.43,0.20,0.22,8
F,0.56,0.42,0.11,0.93,0.44,0.17,0.23,8
F,0.58,0.46,0.17,1.07,0.50,0.21,0.28,8
M,0.60,0.48,0.16,1.14,0.50,0.23,0.31,9
F,0.61,0.48,0.16,1.23,0.60,0.24,0.32,12
F,0.61,0.50,0.18,1.26,0.53,0.32,0.35,10
F,0.61,0.47,0.16,1.07,0.49,0.24,0.29,8
M,0.62,0.51,0.19,1.40,0.67,0.29,0.37,8
M,0.62,0.49,0.17,1.13,0.52,0.25,0.28,9
F,0.63,0.50,0.16,1.11,0.45,0.28,0.35,11
F,0.63,0.47,0.17,1.26,0.53,0.24,0.41,10
M,0.63,0.49,0.17,1.44,0.59,0.29,0.48,11
M,0.64,0.50,0.16,1.36,0.58,0.30,0.30,10
F,0.64,0.48,0.20,1.14,0.49,0.23,0.35,9
M,0.64,0.50,0.17,1.45,0.64,0.36,0.35,9
M,0.66,0.53,0.18,1.48,0.58,0.38,0.37,10
F,0.67,0.52,0.17,1.69,0.73,0.41,0.43,11
F,0.72,0.59,0.23,2.07,0.87,0.41,0.57,10
M,0.72,0.57,0.20,1.79,0.72,0.39,0.53,11
F,0.73,0.58,0.19,1.52,0.80,0.36,0.44,9
I,0.17,0.12,0.05,0.02,0.01,0.00,0.01,3
I,0.21,0.15,0.06,0.05,0.02,0.01,0.01,4
I,0.36,0.27,0.09,0.24,0.12,0.05,0.06,6
I,0.40,0.32,0.09,0.27,0.12,0.06,0.08,6
I,0.40,0.29,0.10,0.26,0.10,0.06,0.08,7
I,0.40,0.30,0.11,0.30,0.14,0.07,0.08,6
I,0.44,0.34,0.11,0.41,0.20,0.09,0.10,7
I,0.44,0.33,0.11,0.38,0.20,0.08,0.09,7
I,0.45,0.34,0.11,0.44,0.21,0.09,0.12,8
I,0.47,0.35,0.11,0.40,0.24,0.03,0.11,6
I,0.47,0.36,0.15,0.45,0.16,0.10,0.12,7
I,0.47,0.36,0.12,0.42,0.17,0.08,0.14,7
I,0.48,0.42,0.16,0.71,0.35,0.15,0.18,8
I,0.49,0.37,0.12,0.64,0.38,0.13,0.13,7
