Month,DayofMonth,DayOfWeek,DepTime,TimeOfDay,UniqueCarrier,Origin,Dest,Distance,dep_delayed_15min
October,4,Tuesday,712,Morning,WN,SMF,LAS,397,N
February,23,Wednesday,942,Morning,FL,ATL,BOS,946,Y
November,17,Wednesday,2015,Evening,DL,FLL,LAS,2174,N
December,8,Thursday,2202,Evening,FL,ATL,TPA,406,Y
September,2,Thursday,1305,Afternoon,WN,DAL,ELP,562,N
July,18,Sunday,921,Morning,NW,MCI,MSP,393,N
October,24,Sunday,1558,Afternoon,MQ,FWA,ORD,157,N
April,19,Monday,1557,Afternoon,MQ,DFW,BTR,383,Y
March,3,Wednesday,1018,Morning,UA,CLE,ORD,316,N
February,1,Monday,1426,Afternoon,US,CLT,IAH,913,N
April,11,Monday,809,Morning,NW,MSP,MDW,349,Y
July,5,Monday,1149,Morning,UA,MCO,ORD,1005,N
January,25,Monday,1331,Afternoon,UA,LAX,PDX,834,N
February,17,Thursday,850,Morning,HA,PHX,HNL,2917,N
November,17,Thursday,800,Morning,XE,LBB,IAH,458,N
September,18,Sunday,621,Morning,MQ,TOL,ORD,214,N
May,10,Monday,554,Night,MQ,RDU,EWR,416,N
March,27,Sunday,2020,Evening,UA,ORD,SLC,1249,Y
March,6,Sunday,650,Morning,WN,TUL,HOU,453,N
May,25,Wednesday,948,Morning,XE,PVD,CLE,540,N
December,18,Sunday,736,Morning,B6,JFK,AUS,1522,N
March,24,Thursday,1013,Morning,TZ,MDW,DCA,601,N
March,4,Thursday,1511,Afternoon,CO,CLE,BOS,563,N
February,5,Sunday,1700,Afternoon,WN,PVD,MDW,842,N
October,19,Tuesday,1935,Evening,WN,SAT,DAL,248,N
May,5,Wednesday,1355,Afternoon,US,LGA,DCA,214,N
October,24,Sunday,1151,Morning,HA,HNL,OGG,100,N
April,6,Tuesday,1132,Morning,CO,RSW,CLE,1025,N
June,16,Wednesday,1410,Afternoon,MQ,DSM,ORD,299,N
October,18,Tuesday,1022,Morning,UA,DEN,DFW,641,N
June,12,Sunday,729,Morning,HP,PHX,SFO,651,N
June,2,Wednesday,836,Morning,DL,IND,ATL,432,N
February,17,Thursday,1226,Afternoon,NW,SYR,DTW,374,N
March,10,Wednesday,656,Morning,XE,EWR,IAD,213,N
November,13,Sunday,1332,Afternoon,HP,SAN,LAS,258,N
March,7,Sunday,1235,Afternoon,WN,MHT,MCO,1142,N
December,22,Wednesday,617,Morning,CO,SFO,IAH,1635,N
May,17,Monday,704,Morning,F9,DEN,SAN,853,N
July,9,Friday,2145,Evening,DH,IAD,HPN,247,Y
May,31,Monday,1826,Evening,B6,LAS,LGB,231,N
December,17,Sunday,901,Morning,CO,CLE,LAS,1825,N
May,3,Monday,735,Morning,OH,MEM,CVG,403,N
November,5,Friday,809,Morning,DL,SLC,ORD,1249,N
December,31,Sunday,2006,Evening,AA,ORD,PBI,1144,Y
July,24,Sunday,745,Morning,WN,DAL,AMA,324,N
September,7,Wednesday,1538,Afternoon,AA,TUS,DFW,813,N
July,31,Sunday,659,Morning,CO,EWR,DCA,199,N
December,28,Wednesday,2030,Evening,MQ,LGA,DTW,501,N
October,25,Tuesday,1323,Afternoon,YV,JAC,DEN,406,N
November,26,Friday,658,Morning,AS,PHX,SEA,1107,N
April,8,Friday,925,Morning,WN,LAX,LAS,236,N
May,5,Thursday,2022,Evening,EV,ATL,MGM,147,Y
April,7,Wednesday,1418,Afternoon,FL,ATL,MYR,317,N
August,9,Tuesday,1702,Afternoon,WN,SEA,OAK,671,Y
January,26,Tuesday,1826,Evening,XE,GSP,IAH,838,N
October,28,Friday,957,Morning,UA,SFO,SAN,447,N
January,26,Tuesday,1930,Evening,OO,LAX,PSP,110,Y
July,29,Friday,1014,Morning,WN,BNA,MSY,471,N
November,4,Friday,1543,Afternoon,US,PHX,ATL,1587,N
July,29,Thursday,2026,Evening,WN,ELP,LBB,295,N
January,5,Tuesday,910,Morning,WN,MCI,OKC,313,N
September,3,Friday,924,Morning,AA,AUS,SJC,1476,N
June,20,Monday,1720,Afternoon,FL,ATL,CAK,528,Y
July,28,Wednesday,636,Morning,MQ,DFW,MKE,853,N
April,30,Friday,1722,Afternoon,MQ,CID,DFW,685,N
July,2,Sunday,1420,Afternoon,MQ,ATL,ORD,606,Y
December,16,Friday,1724,Afternoon,DL,CLT,ATL,227,Y
October,26,Tuesday,715,Morning,OH,MKE,CVG,318,N
May,4,Tuesday,1515,Afternoon,WN,ONT,OAK,361,N
July,22,Thursday,1400,Afternoon,EV,SHV,CVG,686,Y
February,3,Wednesday,1842,Evening,DL,ATL,ABQ,1269,N
September,23,Thursday,1743,Afternoon,AA,ORD,EWR,719,N
December,29,Thursday,2107,Evening,WN,FLL,MDW,1166,N
March,22,Monday,1349,Afternoon,AA,DFW,ATL,732,Y
July,16,Sunday,1910,Evening,NW,MEM,MSY,349,N
October,31,Monday,1922,Evening,NW,MEM,MSY,349,N
February,15,Monday,1129,Morning,UA,LAX,DEN,862,Y
December,27,Monday,1628,Afternoon,MQ,BOS,CMH,640,N
February,20,Sunday,1944,Evening,AA,DFW,MSP,852,N
February,23,Wednesday,1658,Afternoon,B6,BTV,JFK,267,N
May,9,Sunday,813,Morning,AA,ORD,MCI,403,N
October,17,Sunday,1300,Afternoon,CO,IAH,DCA,1208,N
January,20,Thursday,802,Morning,MQ,DFW,MKE,853,N
March,23,Wednesday,2247,Evening,CO,HNL,EWR,4962,N
December,25,Sunday,730,Morning,US,SAN,PHX,304,N
February,16,Tuesday,645,Morning,WN,STL,PHX,1262,N
March,19,Sunday,1835,Evening,WN,SMF,LAS,397,Y
December,18,Sunday,846,Morning,AA,RDU,DFW,1062,N
July,1,Friday,1527,Afternoon,AA,DFW,DEN,641,N
December,13,Monday,1656,Afternoon,OO,FAT,SFO,158,N
April,5,Monday,910,Morning,AA,ORD,SNA,1726,N
April,23,Friday,1659,Afternoon,NW,LAN,DTW,74,N
February,12,Friday,1908,Evening,DL,CMH,CVG,116,N
October,12,Wednesday,1743,Afternoon,WN,SAN,OAK,446,N
December,31,Sunday,2010,Evening,DL,ATL,DEN,1199,N
June,3,Thursday,1519,Afternoon,DH,IAD,HSV,595,N
April,30,Sunday,952,Morning,UA,SFO,LAX,337,N
November,26,Friday,1540,Afternoon,B6,RSW,JFK,1074,N
March,19,Friday,1417,Afternoon,XE,COS,IAH,809,N
December,26,Monday,919,Morning,XE,IAH,AMA,519,Y
November,27,Sunday,2127,Evening,NW,DTW,LGA,501,N
August,13,Friday,709,Morning,HA,HNL,ITO,216,N
May,5,Wednesday,2057,Evening,CO,IAH,LAS,1222,N
June,7,Monday,2117,Evening,F9,DEN,LAX,862,N
January,8,Sunday,1543,Afternoon,NW,MCO,DTW,957,Y
April,4,Monday,1346,Afternoon,UA,MSP,ORD,334,N
February,14,Sunday,1621,Afternoon,DH,TPA,GSO,580,N
March,4,Friday,1058,Morning,NW,MKE,MEM,556,N
August,11,Thursday,2213,Evening,OO,SFO,SMF,86,N
January,2,Sunday,837,Morning,CO,SAT,IAH,191,N
March,23,Tuesday,530,Night,EV,ROA,ATL,357,N
August,6,Friday,715,Morning,MQ,CLE,MIA,1080,N
May,11,Tuesday,926,Morning,NW,MEM,BNA,200,N
February,19,Friday,1044,Morning,DH,IAD,TYS,419,N
December,19,Monday,1611,Afternoon,WN,PHL,BDL,196,N
June,26,Sunday,1023,Morning,NW,MEM,LIT,129,Y
April,5,Monday,1050,Morning,AA,MSP,ORD,334,N
June,16,Thursday,957,Morning,CO,MSY,EWR,1167,N
November,29,Monday,2255,Evening,HP,LAS,IAD,2066,N
April,5,Monday,1126,Morning,DL,BOS,LGA,185,N
September,7,Tuesday,805,Morning,WN,OMA,PHX,1037,N
April,9,Sunday,1305,Afternoon,OO,SBA,LAX,89,N
May,3,Monday,818,Morning,DH,BDL,IAD,326,N
May,23,Monday,955,Morning,MQ,LAX,SAN,109,Y
December,18,Sunday,959,Morning,DL,TPA,ATL,406,N
November,12,Friday,1130,Morning,NW,SLC,DTW,1481,N
August,18,Wednesday,1903,Evening,DH,TYS,IAD,419,N
July,15,Friday,1750,Afternoon,WN,SMF,LAS,397,N
June,28,Tuesday,739,Morning,CO,IAH,BOS,1597,N
April,9,Friday,653,Morning,HP,DCA,PHX,1979,N
June,28,Monday,1537,Afternoon,OH,CVG,CHS,497,N
August,2,Monday,1455,Afternoon,UA,BOI,DEN,649,N
March,22,Tuesday,1329,Afternoon,XE,EWR,SYR,194,N
September,29,Thursday,712,Morning,DL,PBI,ATL,545,N
May,20,Thursday,2031,Evening,AS,LAX,ANC,2345,N
August,9,Tuesday,1132,Morning,US,RDU,PHL,336,N
December,22,Wednesday,752,Morning,US,CLT,EWR,529,N
March,26,Friday,2001,Evening,MQ,DFW,BTR,383,Y
July,24,Sunday,900,Morning,WN,BOI,LAS,520,N
September,18,Sunday,1919,Evening,NW,DTW,MCI,629,N
June,22,Tuesday,1321,Afternoon,AS,SEA,LAX,954,Y
March,16,Tuesday,610,Morning,OO,OAK,SLC,588,N
April,20,Tuesday,700,Morning,XE,LIT,EWR,1069,N
October,2,Sunday,1733,Afternoon,US,MCI,CLT,809,N
July,30,Sunday,1239,Afternoon,MQ,ORD,EVV,273,N
February,1,Monday,1128,Morning,OH,CVG,DTW,229,N
April,13,Wednesday,2335,Evening,DL,LAX,CMH,1996,N
January,19,Tuesday,2127,Evening,NW,DTW,BWI,408,N
May,15,Sunday,1132,Morning,UA,DEN,SMF,910,N
January,16,Sunday,2029,Evening,OH,CVG,ERI,316,Y
August,9,Tuesday,830,Morning,YV,IAD,AUS,1297,N
March,22,Monday,2021,Evening,XE,CLE,MSP,622,N
August,27,Friday,1651,Afternoon,OH,BHM,CVG,396,N
September,17,Sunday,1441,Afternoon,MQ,SYR,DFW,1337,Y
March,4,Friday,958,Morning,WN,MCO,PIT,834,N
July,29,Thursday,822,Morning,US,LGA,CLT,544,N
August,3,Wednesday,753,Morning,CO,IAH,AUS,140,N
June,16,Thursday,1247,Afternoon,AA,DFW,MSY,448,N
August,15,Sunday,2120,Evening,OO,SLC,ONT,558,N
January,12,Wednesday,600,Morning,WN,LAX,SMF,373,N
August,22,Sunday,848,Morning,XE,EWR,CHS,628,N
July,6,Wednesday,1102,Morning,AA,DFW,SAT,247,N
May,12,Thursday,836,Morning,DL,PHL,ATL,665,N
October,17,Sunday,1240,Afternoon,WN,PBI,ISP,1052,N
July,31,Sunday,1915,Evening,AA,ORD,SNA,1726,N
June,9,Wednesday,1935,Evening,WN,LAX,MCI,1363,Y
July,11,Monday,731,Morning,US,PIT,FLL,994,N
February,27,Sunday,1147,Morning,AA,DFW,FAT,1313,N
February,24,Thursday,1421,Afternoon,CO,HDN,IAH,986,N
July,14,Wednesday,1015,Morning,WN,PBI,TPA,174,N
October,9,Sunday,1723,Afternoon,B6,JFK,LGB,2465,N
February,25,Thursday,1755,Afternoon,CO,MCO,IAH,853,N
January,19,Wednesday,1431,Afternoon,FL,CAK,ATL,528,N
January,4,Monday,1348,Afternoon,MQ,DFW,LAW,140,N
May,16,Sunday,1448,Afternoon,OO,BFL,LAX,109,N
March,30,Tuesday,840,Morning,UA,IAD,LGA,229,N
February,6,Sunday,1136,Morning,MQ,TXK,DFW,181,N
July,26,Monday,1445,Afternoon,WN,IND,LAS,1591,N
April,15,Friday,959,Morning,B6,BOS,MCO,1121,N
September,1,Wednesday,1127,Morning,DL,LAX,SLC,590,N
November,4,Thursday,2035,Evening,MQ,ORD,MDT,594,N
January,29,Sunday,1407,Afternoon,UA,SAN,DEN,853,N
May,22,Sunday,1727,Afternoon,MQ,ORD,IND,177,N
July,15,Thursday,2157,Evening,DL,CVG,BOS,752,Y
February,26,Friday,1755,Afternoon,NW,DTW,ALB,488,N
February,6,Sunday,1825,Evening,WN,OKC,HOU,419,N
August,21,Sunday,1923,Evening,HP,DTW,PHX,1671,N
November,3,Wednesday,1520,Afternoon,WN,BWI,TPA,842,N
February,18,Thursday,1334,Afternoon,B6,JFK,MCO,944,Y
June,26,Sunday,1450,Afternoon,OO,SAN,SLC,626,N
October,11,Monday,1440,Afternoon,OH,CVG,MYR,489,N
January,2,Sunday,1650,Afternoon,CO,LAX,IAH,1379,N
April,23,Sunday,1138,Morning,YV,PHX,COS,551,N
December,8,Thursday,807,Morning,WN,LAX,BNA,1797,N
November,13,Sunday,1600,Afternoon,OH,GSO,CVG,330,Y
June,3,Friday,1745,Afternoon,XE,RDU,IAH,1043,N
June,25,Friday,755,Morning,FL,ATL,TPA,406,N
February,21,Monday,1020,Morning,WN,MDW,PHX,1444,N
June,2,Wednesday,1525,Afternoon,US,CLT,ROC,573,N
February,18,Friday,1053,Morning,UA,LAS,LAX,236,N
January,25,Monday,1720,Afternoon,XE,ORF,IAH,1201,N
October,18,Monday,633,Morning,MQ,EVV,ORD,273,N
August,6,Sunday,1848,Evening,NW,CLE,MSP,622,N
December,4,Sunday,2341,Evening,B6,LGA,FLL,1076,Y
August,25,Thursday,657,Morning,NW,MSP,ORD,334,N
August,15,Monday,553,Night,MQ,MDT,ORD,594,N
November,27,Sunday,602,Morning,WN,PDX,PHX,1009,N
March,8,Monday,1101,Morning,AS,PHX,SEA,1107,N
November,12,Sunday,944,Morning,B6,FLL,EWR,1065,N
October,9,Sunday,1206,Afternoon,WN,OAK,SNA,371,N
November,15,Tuesday,1203,Afternoon,WN,LAX,SJC,308,N
June,13,Sunday,840,Morning,WN,SJC,PHX,621,N
February,16,Tuesday,1609,Afternoon,DL,MIA,ATL,595,N
October,12,Wednesday,555,Night,DL,FLL,ATL,581,N
August,15,Monday,1013,Morning,F9,MCI,DEN,533,N
March,7,Monday,705,Morning,AS,SNA,OAK,371,N
December,18,Sunday,622,Morning,NW,FNT,LAS,1733,N
May,25,Tuesday,1831,Evening,AS,EWR,SEA,2401,Y
May,12,Thursday,1201,Afternoon,DL,SEA,ATL,2182,N
August,31,Tuesday,2041,Evening,OH,RDU,MCO,534,N
December,15,Thursday,1533,Afternoon,OH,BNA,JFK,766,N
November,4,Friday,2003,Evening,OO,SFO,SMF,86,Y
January,24,Sunday,644,Morning,AA,MSY,DFW,448,N
March,5,Sunday,1911,Evening,DL,ATL,BOS,946,Y
April,17,Sunday,840,Morning,MQ,DFW,SPS,113,N
March,6,Sunday,1055,Morning,OH,AZO,CVG,225,N
October,25,Monday,1913,Evening,FL,BWI,DAY,406,N
March,6,Sunday,1838,Evening,DH,IAD,HSV,595,N
November,29,Tuesday,1346,Afternoon,NW,MEM,MCO,683,N
October,12,Tuesday,937,Morning,XE,BHM,EWR,850,N
July,22,Thursday,845,Morning,OH,BGM,CVG,506,Y
April,8,Friday,905,Morning,OH,DCA,BOS,399,N
August,24,Wednesday,2101,Evening,WN,HOU,CRP,187,Y
February,9,Wednesday,1711,Afternoon,XE,EWR,BUF,282,N
May,1,Sunday,940,Morning,XE,MDW,CLE,307,N
July,22,Thursday,625,Morning,UA,LAX,SEA,954,N
April,16,Sunday,2007,Evening,FL,PHL,ATL,665,N
December,14,Tuesday,1558,Afternoon,AA,LGA,MIA,1097,N
August,24,Tuesday,1715,Afternoon,NW,MCI,DTW,629,Y
January,4,Monday,740,Morning,WN,MCO,FLL,178,N
March,27,Sunday,2236,Evening,NW,DTW,MSP,528,Y
May,31,Tuesday,1310,Afternoon,WN,MCO,PIT,834,N
January,12,Wednesday,1920,Evening,US,PHL,RDU,336,Y
February,18,Thursday,1501,Afternoon,US,LAS,PHL,2176,Y
March,9,Tuesday,1144,Morning,XE,HSV,IAH,595,N
March,1,Tuesday,1721,Afternoon,US,PHX,PDX,1009,N
August,14,Sunday,2000,Evening,TZ,DCA,MDW,601,Y
September,15,Wednesday,1211,Afternoon,F9,DEN,LAX,862,N
July,18,Monday,1516,Afternoon,US,DEN,LAS,629,N
May,25,Wednesday,1453,Afternoon,CO,EWR,CLE,404,Y
May,26,Thursday,705,Morning,US,PHX,RNO,601,N
August,5,Thursday,1800,Evening,WN,DAL,SAT,248,Y
August,2,Tuesday,1944,Evening,AA,DFW,LGA,1389,Y
March,16,Wednesday,1810,Evening,WN,SLC,PDX,630,N
September,26,Monday,1804,Evening,MQ,SBA,LAX,89,N
June,3,Thursday,907,Morning,AA,ORD,HNL,4243,N
September,23,Friday,1525,Afternoon,EV,MHT,ATL,952,N
October,7,Friday,606,Morning,UA,PDX,LAX,834,N
May,15,Sunday,1125,Morning,WN,MDW,CMH,284,N
December,17,Sunday,1221,Afternoon,WN,MCO,ORF,655,N
May,26,Thursday,759,Morning,DL,PHX,ATL,1587,N
November,3,Thursday,1053,Morning,B6,JFK,TPA,1005,N
August,11,Thursday,1434,Afternoon,OO,DEN,BIL,455,N
January,8,Friday,755,Morning,OO,CDC,SLC,221,N
November,3,Wednesday,1437,Afternoon,XE,CMH,EWR,462,Y
March,30,Tuesday,2125,Evening,B6,PBI,JFK,1028,Y
January,23,Sunday,2025,Evening,WN,MCO,HOU,848,Y
October,18,Tuesday,726,Morning,CO,BOS,EWR,200,N
November,29,Tuesday,1225,Afternoon,EV,MHT,ATL,952,N
February,26,Friday,2255,Evening,EV,CVG,JAN,555,N
December,8,Thursday,1252,Afternoon,AA,SJU,MIA,1045,N
August,27,Sunday,1248,Afternoon,OO,RDM,SFO,462,N
November,1,Monday,1725,Afternoon,MQ,HPN,ORD,738,N
October,5,Tuesday,758,Morning,DL,BZN,SLC,347,N
March,27,Sunday,1514,Afternoon,XE,GPT,IAH,376,N
April,2,Sunday,1225,Afternoon,WN,ELP,AUS,528,N
December,26,Monday,1229,Afternoon,CO,SAN,EWR,2425,N
November,12,Sunday,1129,Morning,UA,SFO,LAX,337,N
February,4,Thursday,541,Night,FL,MCO,ATL,403,N
April,28,Wednesday,1456,Afternoon,US,PHL,MIA,1013,N
January,8,Sunday,1115,Morning,WN,LAS,SNA,226,N
March,30,Wednesday,833,Morning,UA,IAD,MCO,758,N
November,27,Sunday,755,Morning,MQ,LAW,DFW,140,N
April,11,Sunday,1751,Afternoon,MQ,SNA,SJC,342,N
December,11,Sunday,1641,Afternoon,AS,GEG,SEA,224,Y
November,7,Sunday,2117,Evening,AS,OME,ANC,539,N
January,31,Sunday,712,Morning,US,ATL,PHL,665,N
June,3,Thursday,1335,Afternoon,UA,MCO,IAD,758,N
August,1,Sunday,1450,Afternoon,FL,ATL,EWR,745,Y
June,2,Thursday,630,Morning,US,JAX,PHL,742,N
June,6,Monday,1948,Evening,AA,TPA,MIA,204,N
August,23,Monday,1228,Afternoon,US,CLT,SAV,213,N
December,19,Sunday,1930,Evening,OH,RSW,LGA,1080,N
August,28,Sunday,1520,Afternoon,UA,SEA,SFO,679,N
January,11,Tuesday,1637,Afternoon,YV,MSN,ORD,109,Y
April,19,Monday,1500,Afternoon,AA,SAN,DFW,1171,N
October,5,Wednesday,1825,Evening,AA,ORD,IND,177,N
January,8,Friday,1111,Morning,HA,HNL,OGG,100,N
November,21,Sunday,1239,Afternoon,US,BNA,CLT,329,Y
November,2,Tuesday,913,Morning,FL,ATL,RDU,356,N
December,2,Friday,1947,Evening,US,CLT,BOS,728,N
September,17,Sunday,1328,Afternoon,CO,IAH,SJU,2007,N
August,11,Thursday,1529,Afternoon,CO,EWR,BOS,200,N
February,14,Sunday,1141,Morning,NW,MCO,FNT,1011,N
March,29,Monday,1438,Afternoon,OO,DEN,BIL,455,N
August,13,Friday,710,Morning,WN,LBB,ELP,295,N
September,6,Tuesday,1641,Afternoon,OO,IPL,LAX,181,Y
May,14,Sunday,955,Morning,WN,ABQ,SEA,1180,N
January,10,Monday,1430,Afternoon,YV,EWR,IAD,213,N
June,10,Thursday,2129,Evening,CO,HNL,EWR,4962,N
July,14,Thursday,1404,Afternoon,AA,MCO,SJU,1189,N
November,1,Monday,1954,Evening,AA,DFW,ORD,802,N
October,28,Thursday,2002,Evening,XE,ORD,CLE,316,Y
June,20,Monday,2122,Evening,US,PHX,SNA,338,N
April,30,Friday,1726,Afternoon,DL,LGA,MCO,950,N
November,29,Monday,1421,Afternoon,DL,CMH,CVG,116,N
April,9,Friday,1946,Evening,MQ,DFW,GSO,999,Y
September,27,Monday,1809,Evening,NW,FSD,MSP,197,N
June,5,Sunday,1602,Afternoon,MQ,DSM,DFW,624,N
February,4,Thursday,859,Morning,MQ,CMH,ORD,296,N
October,19,Wednesday,1923,Evening,AA,FLL,SJU,1046,N
December,4,Sunday,1507,Afternoon,OO,LAX,FAT,209,N
April,27,Wednesday,935,Morning,WN,OAK,SAN,446,Y
July,8,Thursday,2106,Evening,EV,ATL,ISP,795,Y
October,13,Thursday,1133,Morning,WN,LAS,AUS,1090,N
March,29,Monday,1005,Morning,WN,BWI,JAN,888,N
April,30,Sunday,1822,Evening,AS,ANC,BET,399,N
October,6,Wednesday,1505,Afternoon,US,LGA,DCA,214,N
March,2,Tuesday,2305,Evening,OH,CVG,GSO,330,N
December,5,Monday,955,Morning,FL,MEM,ATL,332,N
January,23,Sunday,530,Night,OH,DSM,CVG,505,N
June,28,Tuesday,927,Morning,XE,XNA,IAH,438,N
November,6,Sunday,616,Morning,WN,MCI,MDW,405,N
April,22,Thursday,1925,Evening,WN,MCI,PVD,1234,N
August,21,Sunday,1843,Evening,WN,BOI,SEA,399,N
August,17,Wednesday,932,Morning,AA,DFW,JAC,1046,N
March,28,Monday,611,Morning,UA,TPA,IAD,810,N
December,31,Friday,828,Morning,AA,ATL,DFW,732,N
June,22,Tuesday,1134,Morning,TZ,DFW,MDW,797,N
June,16,Thursday,937,Morning,NW,MCI,DTW,629,N
June,6,Sunday,1157,Morning,AA,LGA,STL,887,N
October,28,Thursday,1918,Evening,OH,OMA,CVG,614,Y
September,11,Sunday,952,Morning,NW,DEN,MSP,680,Y
December,13,Tuesday,1756,Afternoon,NW,BWI,DTW,408,N
November,14,Monday,1650,Afternoon,DL,ATL,LGA,761,N
October,22,Sunday,629,Morning,AA,SFO,DFW,1464,N
August,29,Monday,1941,Evening,MQ,DFW,TXK,181,N
April,5,Monday,841,Morning,NW,IAD,MSP,908,N
April,4,Monday,802,Morning,CO,EWR,PBI,1024,N
April,1,Thursday,1938,Evening,HA,ITO,HNL,216,N
June,8,Tuesday,1800,Evening,DL,ATL,EWR,745,N
September,4,Sunday,855,Morning,MQ,SAN,SJC,417,N
May,10,Tuesday,612,Morning,OO,AUS,DEN,775,N
October,2,Sunday,1536,Afternoon,NW,IND,MCO,828,N
March,14,Sunday,1515,Afternoon,WN,PHX,ABQ,328,N
January,13,Wednesday,1646,Afternoon,OH,CVG,MLI,350,Y
July,20,Wednesday,1225,Afternoon,EV,ICT,ATL,781,N
July,27,Wednesday,654,Morning,WN,MDW,MCO,989,N
January,5,Tuesday,1220,Afternoon,NW,MSP,ANC,2518,Y
November,4,Friday,1314,Afternoon,UA,LAX,DFW,1235,N
August,16,Monday,1259,Afternoon,DL,LAS,CVG,1678,N
March,9,Wednesday,2140,Evening,CO,IAH,DEN,861,Y
December,14,Wednesday,1826,Evening,US,TPA,PHL,920,Y
May,9,Sunday,1118,Morning,US,PIT,CLT,366,N
August,1,Sunday,2304,Evening,AS,PDX,ANC,1542,N
May,13,Friday,1315,Afternoon,OO,SLC,SUN,223,N
February,22,Monday,1200,Afternoon,EV,ATL,PIT,526,N
September,18,Sunday,2002,Evening,B6,JFK,BUF,301,N
May,25,Tuesday,1721,Afternoon,UA,DEN,SJC,948,N
July,6,Wednesday,1844,Evening,WN,PHX,SLC,507,Y
November,20,Sunday,1336,Afternoon,US,FLL,EYW,145,N
October,7,Thursday,854,Morning,XE,IAH,OKC,395,N
February,3,Wednesday,1615,Afternoon,OH,BOS,PWM,95,N
December,4,Sunday,939,Morning,CO,IAH,HNL,3904,N
April,19,Monday,710,Morning,CO,SAT,EWR,1569,N
July,25,Sunday,2247,Evening,US,CLT,BWI,361,N
August,28,Sunday,952,Morning,B6,TPA,JFK,1005,N
April,30,Friday,1833,Evening,US,BUF,PHL,279,Y
October,24,Sunday,2034,Evening,HP,LAS,SFO,414,N
December,16,Thursday,1954,Evening,OO,ORD,MKE,67,N
November,30,Wednesday,1719,Afternoon,MQ,SDF,ORD,286,Y
October,30,Sunday,1805,Evening,WN,SAN,OAK,446,N
June,5,Sunday,1010,Morning,WN,LAS,PHX,256,N
October,21,Thursday,1155,Morning,WN,BWI,TPA,842,Y
January,23,Sunday,1555,Afternoon,WN,ELP,LAX,714,N
September,23,Thursday,1015,Morning,XE,BNA,EWR,748,N
March,3,Thursday,1020,Morning,OO,ORD,FAR,557,N
February,24,Thursday,1430,Afternoon,AA,LAX,JFK,2475,Y
March,6,Sunday,1753,Afternoon,DL,BUF,CVG,410,N
January,8,Sunday,928,Morning,DL,DCA,LGA,214,N
June,3,Thursday,1958,Evening,WN,SAT,HOU,192,Y
June,28,Monday,1530,Afternoon,WN,PHX,SAT,843,N
October,10,Sunday,1810,Evening,XE,ORF,CLE,435,N
November,30,Wednesday,1250,Afternoon,OH,BWI,BOS,370,N
December,7,Wednesday,2150,Evening,OH,LGA,JAX,834,Y
January,16,Sunday,1848,Evening,WN,MCI,BWI,967,N
December,17,Sunday,1324,Afternoon,UA,DEN,ORD,888,N
September,24,Friday,945,Morning,OH,CVG,MSP,596,N
November,16,Wednesday,1148,Morning,US,LAX,LAS,236,Y
January,22,Friday,910,Morning,OO,TUS,LAX,451,N
April,10,Sunday,1607,Afternoon,HA,HNL,ITO,216,N
November,19,Friday,1005,Morning,WN,BWI,CMH,336,N
October,4,Monday,940,Morning,UA,BWI,ORD,622,N
April,20,Wednesday,1841,Evening,MQ,DFW,GRK,134,Y
March,18,Friday,853,Morning,MQ,CLE,ORD,316,N
July,1,Friday,823,Morning,F9,DEN,SEA,1024,N
July,22,Thursday,2047,Evening,AS,FAI,ANC,261,N
July,27,Tuesday,2157,Evening,DL,SAV,ATL,215,Y
June,3,Thursday,1847,Evening,NW,MEM,ORD,491,N
January,26,Tuesday,1217,Afternoon,HP,JFK,LAS,2248,N
March,30,Wednesday,1200,Afternoon,AS,SEA,SFO,679,Y
January,11,Tuesday,1553,Afternoon,OO,FAT,SFO,158,Y
April,3,Sunday,1339,Afternoon,FL,MLI,MCO,1036,Y
June,4,Friday,1820,Evening,WN,MSY,TPA,487,N
May,3,Monday,714,Morning,AS,SEA,SMF,605,N
July,24,Sunday,1438,Afternoon,US,ORD,PIT,412,N
October,2,Sunday,2252,Evening,OO,IPL,YUM,58,N
October,13,Wednesday,1839,Evening,MQ,ORD,XNA,522,N
February,14,Monday,1932,Evening,US,PVD,DCA,357,N
March,10,Wednesday,1308,Afternoon,DL,MSP,ATL,906,N
October,18,Tuesday,1022,Morning,AA,ELP,DFW,551,N
April,17,Sunday,1343,Afternoon,US,PHL,PVD,238,N
June,20,Monday,1539,Afternoon,OO,MFR,PDX,222,N
April,18,Sunday,753,Morning,FL,CAK,LGA,396,N
September,13,Monday,1516,Afternoon,XE,SDF,IAH,788,N
August,19,Thursday,2042,Evening,US,PIT,LGA,335,N
June,21,Tuesday,919,Morning,WN,OAK,PDX,543,N
October,31,Sunday,1237,Afternoon,CO,CLE,IAH,1091,N
January,22,Sunday,1402,Afternoon,UA,LAS,SFO,414,Y
January,12,Wednesday,1300,Afternoon,OO,SLC,GJT,217,N
May,24,Monday,1223,Afternoon,NW,GPT,MEM,324,Y
February,19,Sunday,932,Morning,XE,IAH,BOI,1482,N
December,23,Friday,1752,Afternoon,OO,SLC,MCI,919,N
May,27,Friday,1330,Afternoon,UA,DEN,BWI,1491,Y
May,15,Sunday,2039,Evening,DL,ATL,JFK,760,Y
January,29,Sunday,655,Morning,US,PIT,CLT,366,N
July,26,Tuesday,1640,Afternoon,AA,EWR,ORD,719,Y
January,3,Sunday,1345,Afternoon,UA,SAN,SFO,447,N
