age,type of employment,estimated number of people represented,education level,marital status,occupation,relationship,race,gender,capital gains,capital losses,hours of work per week,native-country,income
28,Private,271572,9th,Never-married,Other-service,Other-relative,White,Male,0,0,52,United-States,<=50K
41,Private,177305,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K
26,Private,238367,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
37,Private,172232,HS-grad,Divorced,Other-service,Not-in-family,Black,Female,0,0,30,United-States,<=50K
22,Private,153805,HS-grad,Never-married,Other-service,Unmarried,Other,Male,0,0,20,Puerto-Rico,<=50K
30,Private,26543,Bachelors,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
42,Private,109067,Bachelors,Separated,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
38,Private,213716,Assoc-voc,Divorced,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K
49,Private,149809,Preschool,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Unknown,<=50K
27,Private,185670,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
43,Federal-gov,233851,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
68,Unknown,192052,Some-college,Married-civ-spouse,Unknown,Wife,White,Female,0,2457,40,United-States,<=50K
41,Private,193524,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1485,40,United-States,<=50K
25,Private,213385,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
23,Private,38238,Bachelors,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
68,Private,104438,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Ireland,>50K
17,Private,202344,10th,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,<=50K
45,Self-emp-not-inc,43434,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
45,Private,102147,Assoc-voc,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,>50K
30,Private,231826,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
49,State-gov,247378,Some-college,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,<=50K
42,Private,78765,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,45,United-States,>50K
29,Private,184078,HS-grad,Never-married,Other-service,Other-relative,White,Female,0,0,40,United-States,<=50K
21,Local-gov,102942,Some-college,Never-married,Other-service,Not-in-family,White,Female,0,2001,40,United-States,<=50K
20,Private,258430,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,19,United-States,<=50K
59,Private,244554,11th,Divorced,Other-service,Not-in-family,Black,Female,0,0,35,United-States,<=50K
26,Private,252565,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,<=50K
25,Private,262778,Masters,Never-married,Other-service,Not-in-family,White,Female,0,0,37,United-States,<=50K
33,Private,162572,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States,>50K
35,Private,65706,HS-grad,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
45,Federal-gov,102569,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
66,Private,350498,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,28,United-States,<=50K
67,Unknown,159542,5th-6th,Widowed,Unknown,Unmarried,Black,Female,0,0,40,United-States,<=50K
33,Private,142383,Assoc-acdm,Never-married,Sales,Not-in-family,Other,Male,0,0,36,United-States,<=50K
38,Private,229236,HS-grad,Married-civ-spouse,Transport-moving,Husband,Other,Male,0,0,40,Puerto-Rico,<=50K
72,Private,56559,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,12,United-States,<=50K
21,Private,27049,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,12,United-States,<=50K
39,Private,36376,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
41,Private,194360,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,40,United-States,>50K
22,Private,246965,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,12,United-States,<=50K
49,Self-emp-inc,191277,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,>50K
24,Private,268525,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,32,United-States,<=50K
25,Private,456604,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,223464,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
50,Private,341797,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
23,Private,174461,HS-grad,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
41,Private,392167,10th,Divorced,Sales,Not-in-family,White,Male,0,0,48,United-States,<=50K
60,Private,210064,HS-grad,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
67,Unknown,233182,HS-grad,Divorced,Unknown,Not-in-family,White,Female,0,0,7,United-States,<=50K
77,Local-gov,177550,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,3818,0,14,United-States,<=50K
62,Private,143312,Some-college,Divorced,Other-service,Not-in-family,White,Female,0,0,60,United-States,<=50K
22,Private,326334,Some-college,Never-married,Craft-repair,Own-child,White,Male,0,0,35,United-States,<=50K
37,Private,179088,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
17,Private,207637,11th,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,10,United-States,<=50K
52,Federal-gov,37289,Masters,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,>50K
31,Private,36069,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,<=50K
23,Federal-gov,53245,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
27,Self-emp-inc,399904,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,0,0,50,Mexico,<=50K
38,Self-emp-inc,199346,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,45,United-States,<=50K
23,Private,343019,10th,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
22,State-gov,232742,Some-college,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
61,Self-emp-not-inc,390472,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
55,Private,290124,5th-6th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
23,Private,242912,Some-college,Never-married,Other-service,Own-child,White,Female,4650,0,40,United-States,<=50K
39,Private,70240,5th-6th,Married-spouse-absent,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
38,Local-gov,286405,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,50,United-States,>50K
25,Private,153841,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
25,Private,137367,Bachelors,Never-married,Sales,Unmarried,Asian-Pac-Islander,Male,0,0,44,Philippines,<=50K
66,Private,313255,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,24,United-States,<=50K
30,Private,100734,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
32,Private,248584,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
43,Private,60001,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
18,Private,335065,7th-8th,Never-married,Sales,Own-child,White,Male,0,0,30,Mexico,<=50K
20,Private,219262,11th,Never-married,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,<=50K
20,Private,186830,HS-grad,Never-married,Transport-moving,Other-relative,Black,Male,0,0,45,United-States,<=50K
34,Private,226385,Masters,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,<=50K
33,Private,609789,Assoc-acdm,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,<=50K
40,Private,307767,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
33,Private,217460,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
30,Private,104052,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,1741,42,United-States,<=50K
41,Local-gov,160893,Preschool,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,30,United-States,<=50K
20,Private,68358,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,12,United-States,<=50K
40,Self-emp-not-inc,243636,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
44,Self-emp-not-inc,71269,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
50,Private,71898,5th-6th,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,0,0,35,Philippines,<=50K
38,Unknown,212048,Prof-school,Divorced,Unknown,Not-in-family,White,Female,0,0,30,United-States,<=50K
30,Local-gov,115040,HS-grad,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,0,0,25,United-States,<=50K
45,Private,111994,Some-college,Divorced,Sales,Not-in-family,White,Male,4650,0,40,United-States,<=50K
25,Private,210794,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
22,Unknown,88126,Some-college,Never-married,Unknown,Own-child,White,Male,0,0,40,United-States,<=50K
25,Private,570821,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
63,Unknown,146196,Bachelors,Married-civ-spouse,Unknown,Husband,White,Male,0,0,40,United-States,<=50K
55,State-gov,169482,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,>50K
26,Private,63577,Some-college,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K
22,Private,208946,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
41,Self-emp-not-inc,26598,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
21,Private,189203,Assoc-voc,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
39,Private,183892,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
82,Unknown,194590,Assoc-voc,Widowed,Unknown,Not-in-family,White,Female,0,0,8,United-States,<=50K
18,Private,188616,11th,Never-married,Sales,Own-child,White,Male,0,0,15,United-States,<=50K
60,Private,116707,11th,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
22,Private,99199,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,<=50K
39,Local-gov,183620,Some-college,Never-married,Protective-serv,Not-in-family,Black,Female,0,0,40,United-States,>50K
34,Private,110476,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
50,Local-gov,157043,Masters,Divorced,Prof-specialty,Not-in-family,Black,Female,2202,0,30,Unknown,<=50K
53,Private,150726,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
27,Private,214695,HS-grad,Never-married,Sales,Own-child,Black,Male,0,0,60,United-States,<=50K
37,Private,172694,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,50,United-States,<=50K
25,Private,344804,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,Mexico,<=50K
33,Private,319422,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,Peru,<=50K
34,State-gov,327902,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,<=50K
35,Private,438176,Assoc-voc,Never-married,Other-service,Not-in-family,White,Female,0,0,65,United-States,<=50K
51,Private,197656,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
33,Private,219838,10th,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
57,Self-emp-not-inc,35561,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,>50K
25,Unknown,156848,Some-college,Never-married,Unknown,Own-child,White,Male,0,0,40,United-States,<=50K
56,Private,190257,7th-8th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,156464,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,85,England,>50K
36,Private,65624,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
46,Private,201699,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
55,Private,349910,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States,>50K
88,Self-emp-not-inc,187097,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
60,Self-emp-not-inc,264314,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,Columbia,<=50K
40,Self-emp-not-inc,282678,Masters,Separated,Exec-managerial,Unmarried,White,Female,0,0,20,United-States,<=50K
21,Private,188923,Some-college,Never-married,Sales,Own-child,White,Female,0,0,55,United-States,<=50K
46,Private,114797,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0,0,36,United-States,<=50K
56,Private,245215,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
36,Self-emp-not-inc,36270,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,0,0,60,United-States,<=50K
67,Self-emp-not-inc,107138,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,77820,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
20,Private,39477,Some-college,Never-married,Farming-fishing,Not-in-family,White,Female,0,0,40,United-States,<=50K
34,Private,58305,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1573,40,United-States,<=50K
23,Private,359759,HS-grad,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
19,Unknown,249147,HS-grad,Never-married,Unknown,Own-child,White,Male,0,0,30,United-States,<=50K
19,Private,44797,Some-college,Never-married,Farming-fishing,Not-in-family,White,Female,0,0,15,United-States,<=50K
25,Private,164488,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
53,Private,48413,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
18,Unknown,261276,Some-college,Never-married,Unknown,Own-child,Black,Female,0,1602,40,Cambodia,<=50K
31,Self-emp-not-inc,36592,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,91,United-States,<=50K
33,Private,280923,7th-8th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,<=50K
33,Federal-gov,29617,Some-college,Divorced,Other-service,Not-in-family,Black,Male,0,0,40,United-States,<=50K
45,Self-emp-inc,208802,Prof-school,Divorced,Prof-specialty,Unmarried,White,Male,25236,0,36,United-States,>50K
35,Private,189240,Some-college,Divorced,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
20,Unknown,37932,HS-grad,Never-married,Unknown,Not-in-family,White,Male,0,0,40,United-States,<=50K
36,Private,181705,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
36,Private,147548,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,85,United-States,<=50K
51,Self-emp-not-inc,306784,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,United-States,<=50K
45,Unknown,260953,Masters,Married-civ-spouse,Unknown,Husband,White,Male,0,0,40,United-States,<=50K
45,State-gov,190406,Prof-school,Divorced,Prof-specialty,Unmarried,Black,Male,25236,0,36,United-States,>50K
24,Private,230229,5th-6th,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,40,Mexico,<=50K
28,Private,46987,Assoc-voc,Never-married,Tech-support,Own-child,White,Female,2174,0,36,United-States,<=50K
63,Private,301108,11th,Married-civ-spouse,Sales,Husband,White,Male,0,0,22,United-States,<=50K
35,Private,263081,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,60,United-States,>50K
25,Self-emp-not-inc,37741,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
36,Private,115834,Assoc-voc,Married-civ-spouse,Exec-managerial,Wife,White,Female,7298,0,55,United-States,>50K
44,Private,150076,HS-grad,Never-married,Other-service,Not-in-family,White,Male,0,0,30,United-States,<=50K
49,Self-emp-not-inc,148254,HS-grad,Divorced,Farming-fishing,Not-in-family,White,Female,0,0,28,United-States,<=50K
52,Private,183611,1st-4th,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
27,Private,258768,Bachelors,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,<=50K
35,Private,287658,Some-college,Never-married,Adm-clerical,Unmarried,Black,Male,0,0,40,United-States,<=50K
51,Private,95946,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
49,Private,31267,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
35,Local-gov,302149,Bachelors,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,7298,0,40,Philippines,>50K
28,Private,250135,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
37,Private,176073,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
65,Private,23580,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
24,Private,163665,Bachelors,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
30,Federal-gov,43953,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
38,Private,144860,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,65,United-States,<=50K
58,Self-emp-not-inc,61474,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,>50K
57,Private,141570,Masters,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,1977,40,United-States,>50K
